Q0K793	H16_A3053
A0A4P6X748	HPF_17800
A0A4P6X146	HPF_11115
A0A4P6WZ34	HPF_07120
A0A4P6X6I3	HPF_16650
A0A4P6X249	HPF_16015
A0A4P6X0I4	HPF_10235
A0A4P6X0D3	HPF_04720
A0A4P6WWM2	HPF_03260
A0A4P6X3H8	HPF_18495
A0A4V1AB27	HPF_02345
A0A4P6X0J9	HPF_12635
A0A4P6WWP5	HPF_04540
A0A4P6WWH1	HPF_09530
A0A4P6WW43	HPF_10780
A0A4P6X283	HPF_12980
A0A4V1ABM3	HPF_12255
A0A4V1ABA1	HPF_06075
A0A4P6WU70	HPF_04445
A0A4P6X0Q4	HPF_18130
A0A4P6WZG7	HPF_08865
A0A4P6WUF0	HPF_00355
A0A4P6WU61	HPF_04395
A0A4P6WZ29	HPF_17290
A0A4P6WXZ2	HPF_00545
A0A4P6WTY2	HPF_06270
A0A4P6WW91	HPF_08640
A0A4V1ABH1	HPF_09610
A0A4P6X790	HPF_17900
A0A4P6WZZ6	HPF_19115
A0A4P6X3E9	HPF_15285
A0A4P6X8D9	HPF_19990
A0A4P6WWP3	HPF_02770
A0A4P6WXR9	HPF_14215
A0A4P6WWH4	HPF_11585
A0A4P6WYH9	HPF_07205
A0A4P6WWR1	HPF_04270
A0A4V1ABJ2	HPF_10685
A0A4V1AC67	HPF_22140
A0A4P6WWB6	HPF_02015
A0A4P6WTS9	HPF_05970
A0A4P6WRY7	HPF_02540
A0A4P6X1J7	HPF_19870
A0A4P6WRU2	HPF_00260
A0A4P6WWD9	HPF_03665
A0A4P6WTI6	HPF_05470
A0A4P6WV67	HPF_06865
A0A4P6X0Q8	HPF_05480
A0A4P6X4R9	HPF_19435
A0A4P6X4L2	HPF_21020
A0A4P6WW69	HPF_08925
A0A4P6X6P3	HPF_22105
A0A4P6WVR8	HPF_07690
A0A4P6WZK4	HPF_03105
A0A4P6X3Z2	HPF_16810
A0A4V1ABC3	HPF_07195
A0A4P6X1I4	HPF_14605
A0A4P6X471	HPF_20065
A0A4P6WR26	HPF_00985
A0A4P6X254	HPF_13070
A0A4P6X4I8	HPF_13245
A0A4P6X7J4	HPF_18755
A0A4P6WXZ5	HPF_12725
A0A4P6WWL0	HPF_09680
A0A4P6X4S4	HPF_19485
A0A4P6WX30	HPF_10755
A0A4P6X5G3	HPF_15025
A0A4P6X9N3	HPF_22935
A0A4P6WXX2	HPF_12340
A0A4V1ABN5	HPF_12855
A0A4P6WUB7	HPF_05145
A0A4V1AAY8	HPF_00390
A0A4P6X0A5	HPF_05615
A0A4P6X0A2	HPF_09785
A0A4P6WXR8	HPF_00195
A0A4P6WY49	HPF_06445
A0A4P6WUS9	HPF_00970
A0A4P6WYF8	HPF_05850
A0A4P6X2T5	HPF_15795
A0A4P6WY59	HPF_07535
A0A4P6WZG6	HPF_07880
A0A4V1ABI0	HPF_10070
A0A4P6X0U1	HPF_10460
A0A4P6WT07	HPF_02075
A0A4V1AB59	HPF_03955
A0A4P6X2F3	HPF_13520
A0A4V1ABZ1	HPF_18260
A0A4P6X0P2	HPF_12885
A0A4P6X0L4	HPF_20435
A0A4P6WYY7	HPF_17040
A0A4V1AC43	HPF_20890
A0A4P6X5H1	HPF_20850
A0A4V1ABL8	HPF_11995
A0A4V1ABN9	HPF_13055
A0A4P6X608	HPF_20060
A0A4P6WSM1	HPF_01660
A0A4P6X0J2	HPF_17780
A0A4P6X278	HPF_21300
A0A4P6WXV8	HPF_04690
A0A4P6WTK7	HPF_03570
A0A4V1AAZ8	HPF_00890
A0A4P6X2C7	HPF_13180
A0A4P6X3D7	HPF_10940
A0A4P6WSF5	HPF_03245
A0A4P6WXZ0	HPF_12440
A0A4P6X669	HPF_16045
A0A4V1AB77	HPF_04870
A0A4P6WZL2	HPF_08130
A0A4P6X646	HPF_22250
A0A4P6WYA5	HPF_15405
A0A4V1AC33	HPF_20390
A0A4P6WXU7	HPF_04635
A0A4P6X9G1	HPF_22630
A0A4P6X974	HPF_22130
A0A4P6X7Q6	HPF_18720
A0A4P6X3G2	HPF_11095
A0A4V1AC06	HPF_19020
A0A4P6X1X6	HPF_23040
A0A4P6X3D4	HPF_15600
A0A4P6X6H5	HPF_21755
A0A4P6WYI7	HPF_06000
A0A4P6WZF7	HPF_16060
A0A4P6WW07	HPF_02050
A0A4P6X2N5	HPF_22125
A0A4P6X066	HPF_17080
A0A4P6WZR6	HPF_04500
A0A4P6WXT3	HPF_14370
A0A4P6X245	HPF_21075
A0A4P6X4D9	HPF_18625
A0A4P6X492	HPF_20220
A0A4P6X1C8	HPF_14250
A0A4P6X0A1	HPF_17715
A0A4P6X0C4	HPF_05715
A0A4V1AB78	HPF_04920
A0A4P6WZ28	HPF_09590
A0A4P6X2X3	HPF_09975
A0A4P6WZQ1	HPF_08330
A0A4P6X040	HPF_16930
A0A4P6X6D4	HPF_22800
A0A4V1AC85	HPF_23045
A0A4P6WVY2	HPF_08375
A0A4P6WS72	HPF_00960
A0A4P6WRU1	HPF_00075
A0A4P6WVC9	HPF_06880
A0A4P6X2S5	HPF_23015
A0A4P6X6J6	HPF_16935
A0A4P6X1V6	HPF_07810
A0A4P6X0W6	HPF_05780
A0A4V1AB66	HPF_04310
A0A4P6X299	HPF_14635
A0A4P6X0F2	HPF_05865
A0A4P6X1A5	HPF_19255
A0A4P6X4Z6	HPF_18630
A0A4P6WYC4	HPF_13475
A0A4P6X332	HPF_10330
A0A4P6X556	HPF_14515
A0A4P6WYB6	HPF_07885
A0A4P6X2J9	HPF_09650
A0A4P6X0G2	HPF_04875
A0A4P6X7B4	HPF_22265
A0A4P6X3G6	HPF_15800
A0A4V1AC63	HPF_21940
A0A4P6X5K2	HPF_21050
A0A4P6X190	HPF_06590
A0A4P6WUD8	HPF_07140
A0A4P6X315	HPF_14795
A0A4P6WWB4	HPF_02655
A0A4P6WTX3	HPF_06220
A0A4P6X0A3	HPF_19780
A0A4V1AC37	HPF_20590
A0A4P6X495	HPF_16920
A0A4P6WX06	HPF_10370
A0A4P6WX43	HPF_05355
A0A4V1ABZ3	HPF_18365
A0A4P6X1H3	HPF_07100
A0A4P6WVV6	HPF_08225
A0A4V1AC03	HPF_18870
A0A4P6X0W5	HPF_11750
A0A4P6X187	HPF_21685
A0A4P6WSI0	HPF_01325
A0A4P6WWN8	HPF_09890
A0A4P6X3X4	HPF_17755
A0A4P6WYU3	HPF_16690
A0A4P6WYS0	HPF_08885
A0A4P6WVL0	HPF_07675
A0A4P6X4J1	HPF_13110
A0A4P6WS06	HPF_00425
A0A4P6WV44	HPF_01620
A0A4P6X439	HPF_16620
A0A4P6WWN5	HPF_09595
A0A4P6X0Q3	HPF_12935
A0A4P6X5Y2	HPF_20605
A0A4P6WY09	HPF_12540
A0A4V1AB32	HPF_02595
A0A4P6WWX9	HPF_12450
A0A4P6X3Y1	HPF_19505
A0A4P6X3E5	HPF_11430
A0A4P6X296	HPF_08560
A0A4P6X1J1	HPF_13115
A0A4P6WZ40	HPF_09695
A0A4P6X722	HPF_21765
A0A4P6WVT0	HPF_03025
A0A4P6X4C1	HPF_20420
A0A4P6X3S5	HPF_19150
A0A4P6X1Y2	HPF_07960
A0A4P6WY52	HPF_01280
A0A4P6X754	HPF_22860
A0A4P6WUY0	HPF_01270
A0A4P6X181	HPF_12465
A0A4P6X329	HPF_14550
A0A4P6X4I0	HPF_18880
A0A4P6X4H1	HPF_13145
A0A4P6WSW3	HPF_04250
A0A4P6WWE1	HPF_02805
A0A4P6X0Z9	HPF_21135
A0A4P6WXN3	HPF_00380
A0A4P6X572	HPF_14615
A0A4P6WYQ6	HPF_07520
A0A4P6WUI9	HPF_05110
A0A4P6X233	HPF_21610
A0A4P6X1D4	HPF_12765
A0A4P6WT87	HPF_02915
A0A4P6WYA6	HPF_13040
A0A4P6X321	HPF_14845
A0A4P6WZ44	HPF_07170
A0A4P6WY27	HPF_06335
A0A4P6WZY8	HPF_03855
A0A4P6WVP5	HPF_02360
A0A4P6WYJ1	HPF_13490
A0A4V1ABK8	HPF_11490
A0A4P6X6D8	HPF_16395
A0A4P6X8X0	HPF_21095
A0A4P6X1G8	HPF_22135
A0A4P6WVV1	HPF_10165
A0A4V1AC91	HPF_23345
A0A4P6X261	HPF_08360
A0A4P6WTP4	HPF_03385
A0A4P6X5T6	HPF_21600
A0A4P6X5D4	HPF_20600
A0A4P6WVB7	HPF_00365
A0A4P6WUH7	HPF_07345
A0A4P6X6A3	HPF_16430
A0A4P6WSQ1	HPF_01775
A0A4P6WUI2	HPF_00420
A0A4P6X2Y1	HPF_10025
A0A4V1ABQ7	HPF_13970
A0A4P6WVI1	HPF_00950
A0A4V1ABS3	HPF_14780
A0A4P6X1U4	HPF_07760
A0A4P6WWJ5	HPF_02470
A0A4P6X1K6	HPF_14760
A0A4P6WYL3	HPF_02080
A0A4P6X3C9	HPF_18240
A0A4V1AB45	HPF_03250
A0A4P6X137	HPF_06280
A0A4P6X348	HPF_14655
A0A4P6WY86	HPF_06660
A0A4P6X222	HPF_08595
A0A4P6WZ55	HPF_14920
A0A4P6WZ66	HPF_09850
A0A4P6WUR3	HPF_00870
A0A4P6WZE5	HPF_08715
A0A4V1AC53	HPF_21415
A0A4P6WZM7	HPF_10765
A0A4P6WX80	HPF_13000
A0A4P6WZ30	HPF_14765
A0A4P6X1H8	HPF_13015
A0A4V1ABW5	HPF_16945
A0A4P6WVC5	HPF_00415
A0A4P6WU36	HPF_04240
A0A4P6WY22	HPF_14880
A0A4P6X5S9	HPF_19660
A0A4P6WZT1	HPF_04600
A0A4P6X1A8	HPF_11415
A0A4P6WV14	HPF_01455
A0A4P6X1M5	HPF_07795
A0A4V1AB91	HPF_05575
A0A4P6WSW7	HPF_01825
A0A4P6X4N8	HPF_19230
A0A4P6X3W4	HPF_17705
A0A4P6X1R1	HPF_20275
A0A4V1AC12	HPF_19320
A0A4P6WZ60	HPF_08215
A0A4P6X2X5	HPF_14540
A0A4P6X695	HPF_16380
A0A4P6WX62	HPF_10670
A0A4P6WYG1	HPF_01830
A0A4P6X987	HPF_21745
A0A4P6X6N2	HPF_17135
A0A4P6WZ10	HPF_06970
A0A4P6WR09	HPF_00885
A0A4P6WYA4	HPF_06760
A0A4P6X2Q9	HPF_13845
A0A4P6X1Y5	HPF_21285
A0A4P6X1R2	HPF_20810
A0A4P6WW31	HPF_01515
A0A4V1ABS0	HPF_14625
A0A4P6X1K0	HPF_07255
A0A4P6X0W7	HPF_10710
A0A4P6X641	HPF_20955
A0A4V1ABH9	HPF_10020
A0A4P6X269	HPF_21225
A0A4P6X1I7	HPF_11765
A0A4P6WZW9	HPF_09070
A0A4P6X8V4	HPF_21455
A0A4P6WVY9	HPF_10430
A0A4P6WW73	HPF_01765
A0A4P6X2U7	HPF_15845
A0A4P6X019	HPF_08980
A0A4P6X1N8	HPF_20660
A0A4P6X312	HPF_22725
A0A4P6WTD2	HPF_02780
A0A4P6WXL9	HPF_05840
A0A4P6WRT6	HPF_00210
A0A4P6X5F3	HPF_14890
A0A4P6X6U6	HPF_21340
A0A4P6WW27	HPF_10680
A0A4P6WZ23	HPF_03035
A0A4P6X252	HPF_08795
A0A4P6X4Z5	HPF_14160
A0A4P6X4B6	HPF_17020
A0A4P6X1D6	HPF_14300
A0A4P6X6V4	HPF_22405
A0A4P6WR74	HPF_01235
A0A4V1ABX2	HPF_17295
A0A4P6X988	HPF_22230
A0A4P6WVF6	HPF_09200
A0A4P6X7K2	HPF_22765
A0A4P6X4P7	HPF_19280
A0A4P6WW10	HPF_03480
A0A4P6WW96	HPF_09075
A0A4P6WYZ2	HPF_14905
A0A4P6X5G4	HPF_19600
A0A4P6WWI4	HPF_09245
A0A4P6WV84	HPF_06965
A0A4P6X2Q3	HPF_22225
A0A4P6WVX3	HPF_02760
A0A4V1ABX7	HPF_17545
A0A4P6WWK2	HPF_03160
A0A4P6X2G3	HPF_15065
A0A4P6X6E5	HPF_20465
A0A4P6X0V1	HPF_18940
A0A4P6WX95	HPF_10870
A0A4P6WXF0	HPF_11175
A0A4V1AC34	HPF_20440
A0A4P6X130	HPF_13645
A0A4P6X0N9	HPF_18485
A0A4P6WZ80	HPF_08315
A0A4P6WY93	HPF_01480
A0A4V1ABY2	HPF_17795
A0A4P6WZZ7	HPF_17165
A0A4P6WQY0	HPF_00735
A0A4P6WXB1	HPF_04675
A0A4P6WSV8	HPF_02210
A0A4P6WW17	HPF_08575
A0A4P6X5R0	HPF_21425
A0A4P6X5S7	HPF_21530
A0A4P6WVA4	HPF_08900
A0A4P6WZU0	HPF_03555
A0A4P6WZF0	HPF_03790
A0A4V1AB08	HPF_01390
A0A4P6X3K4	HPF_11730
A0A4P6X715	HPF_17835
A0A4P6X1L7	HPF_20560
A0A4P6WZY2	HPF_04910
A0A4P6X6W4	HPF_22455
A0A4P6X0B4	HPF_12125
A0A4P6WYW0	HPF_07820
A0A4P6X4W7	HPF_14010
A0A4P6WYG8	HPF_13340
A0A4P6X2T4	HPF_23065
A0A4P6X1T7	HPF_08145
A0A4P6X4W9	HPF_21720
A0A4P6X280	HPF_08945
A0A4P6X7T9	HPF_19365
A0A4P6WYQ0	HPF_08735
A0A4P6X8T0	HPF_21305
A0A4P6X4M3	HPF_19130
A0A4V1ABI5	HPF_10320
A0A4P6WZH1	HPF_18140
A0A4P6WY63	HPF_15155
A0A4P6X4U1	HPF_17820
A0A4P6WXP1	HPF_00430
A0A4P6X072	HPF_04365
A0A4P6X0C5	HPF_04670
A0A4P6WSA5	HPF_01160
A0A4P6X4U9	HPF_18380
A0A4P6X5E7	HPF_20700
A0A4V1ABI9	HPF_10535
A0A4P6WXQ3	HPF_04385
A0A4P6WTH0	HPF_03370
A0A4P6WY64	HPF_05300
A0A4P6X557	HPF_14275
A0A4P6WX98	HPF_13100
A0A4P6X7W2	HPF_23320
A0A4P6X4L6	HPF_18010
A0A4P6WVG3	HPF_01905
A0A4P6WYN0	HPF_08585
A0A4P6WTZ9	HPF_04480
A0A4P6X221	HPF_15815
A0A4P6WSD1	HPF_01210
A0A4P6WVA6	HPF_06730
A0A4V1ABM2	HPF_12205
A0A4P6WXQ9	HPF_06675
A0A4P6XA27	HPF_23250
A0A4V1AC88	HPF_23195
A0A4P6X0M2	HPF_11200
A0A4P6WWX1	HPF_04625
A0A4P6X6R1	HPF_22205
A0A4P6WX92	HPF_03825
A0A4P6WV89	HPF_00400
A0A4P6X2D1	HPF_13420
A0A4P6WZ26	HPF_02295
A0A4V1ABQ9	HPF_14070
A0A4P6X318	HPF_10675
A0A4P6X9K6	HPF_22395
A0A4P6X2Y9	HPF_16100
A0A4P6X2L2	HPF_22660
A0A4V1ABW2	HPF_16795
A0A4P6WYB0	HPF_01580
A0A4P6WTQ0	HPF_03820
A0A4P6WYK7	HPF_06100
A0A4P6WXQ4	HPF_00480
A0A4P6X2N3	HPF_13690
A0A4P6WZC3	HPF_07630
A0A4P6X0N7	HPF_10095
A0A4P6X304	HPF_10175
A0A4P6WS90	HPF_00875
A0A4P6X2L5	HPF_15370
A0A4P6WYQ8	HPF_08785
A0A4P6WVY5	HPF_02810
A0A4P6X0W1	HPF_11700
A0A4P6WSJ0	HPF_03445
A0A4P6X483	HPF_18270
A0A4P6WZF2	HPF_16005
A0A4P6X004	HPF_09275
A0A4P6WZV2	HPF_08630
A0A4P6X1C4	HPF_12715
A0A4P6X068	HPF_11870
A0A4P6WWU9	HPF_10240
A0A4P6WZN7	HPF_04350
A0A4P6WYV1	HPF_16740
A0A4P6WWA2	HPF_11135
A0A4P6X1K4	HPF_20510
A0A4P6X1T1	HPF_12230
A0A4P6X5C8	HPF_14735
A0A4P6X1C3	HPF_06800
A0A4P6X6Y9	HPF_17685
A0A4P6X5L9	HPF_19950
A0A4P6X1M0	HPF_12220
A0A4P6WWA5	HPF_08740
A0A4P6X4K1	HPF_13160
A0A4P6WXA6	HPF_13150
A0A4P6WT37	HPF_04660
A0A4P6WZG0	HPF_10365
A0A4P6WXK9	HPF_00230
A0A4P6X097	HPF_12025
A0A4P6WW01	HPF_01365
A0A4V1ABJ9	HPF_11035
A0A4P6X303	HPF_23415
A0A4P6X5A9	HPF_19235
A0A4P6WX60	HPF_12900
A0A4P6X105	HPF_19290
A0A4P6WQU6	HPF_00535
A0A4P6WVP8	HPF_07875
A0A4P6X0M6	HPF_10045
A0A4P6X884	HPF_20180
A0A4P6WVF7	HPF_00800
A0A4P6WXU4	HPF_14420
A0A4P6WUC7	HPF_00120
A0A4P6WZQ5	HPF_08720
A0A4P6X1W0	HPF_22940
A0A4P6X2L3	HPF_13885
A0A4P6WYS5	HPF_06455
A0A4P6WWM7	HPF_09495
A0A4P6X551	HPF_20200
A0A4P6WW97	HPF_02555
A0A4P6WXT2	HPF_00630
A0A4P6X682	HPF_21205
A0A4P6X6S8	HPF_21215
A0A4P6X6U5	HPF_22355
A0A4P6X4E1	HPF_17170
A0A4P6X6C9	HPF_16345
A0A4P6X287	HPF_21960
A0A4P6X0I2	HPF_09845
A0A4P6WZM2	HPF_16515
A0A4P6X270	HPF_21860
A0A4P6WZS8	HPF_11065
A0A4V1AB80	HPF_05020
A0A4P6WWM4	HPF_09790
A0A4P6X008	HPF_11520
A0A4P6X4A9	HPF_12660
A0A4P6X1A2	HPF_14100
A0A4V1ABP5	HPF_13355
A0A4P6X204	HPF_08495
A0A4P6WZE1	HPF_02800
A0A4P6WUF7	HPF_07245
A0A4P6WWG9	HPF_02320
A0A4P6X1N6	HPF_20125
A0A4P6WV07	HPF_08300
A0A4P6X276	HPF_08460
A0A4P6X5M6	HPF_21200
A0A4P6X1J3	HPF_14660
A0A4P6X424	HPF_17010
A0A4V1AB17	HPF_01840
A0A4P6X5R9	HPF_15725
A0A4P6WXH7	HPF_05085
A0A4P6X1Q0	HPF_07945
A0A4P6X3K8	HPF_16055
A0A4P6WUX0	HPF_05860
A0A4P6X0Z7	HPF_19240
A0A4P6WYS1	HPF_02435
A0A4P6X0A9	HPF_17330
A0A4P6X0N6	HPF_11300
A0A4P6WV75	HPF_06915
A0A4P6X1M1	HPF_20020
A0A4P6X3E6	HPF_10990
A0A4P6WWB9	HPF_08840
A0A4P6WU87	HPF_04990
A0A4P6WXH9	HPF_11610
A0A4P6WXY0	HPF_14620
A0A4P6WZG4	HPF_16110
A0A4P6WW63	HPF_08440
A0A4P6WXS3	HPF_05735
A0A4P6WV27	HPF_06210
A0A4P6X0M3	HPF_06265
A0A4P6X005	HPF_19165
A0A4P6X7H7	HPF_18655
A0A4P6WV25	HPF_01520
A0A4V1AB46	HPF_03300
A0A4P6X0U7	HPF_18350
A0A4P6WYY1	HPF_14410
A0A4P6WYZ4	HPF_06870
A0A4P6X9A5	HPF_22330
A0A4P6X1Z7	HPF_15665
A0A4P6WY99	HPF_06755
A0A4V1AAZ7	HPF_00840
A0A4P6X2D3	HPF_16525
A0A4P6X2Y7	HPF_14295
A0A4P6X4P4	HPF_13360
A0A4P6WY84	HPF_01430
A0A4P6WTH2	HPF_02980
A0A4P6X8W2	HPF_21045
A0A4P6X1X4	HPF_07910
A0A4P6X020	HPF_10080
A0A4P6WZX3	HPF_17065
A0A4P6X1E6	HPF_19510
A0A4P6X0I8	HPF_05025
A0A4V1ABE7	HPF_08405
A0A4P6WTD0	HPF_05170
A0A4P6X696	HPF_16195
A0A4P6X3B4	HPF_23180
A0A4V1AB63	HPF_04155
A0A4P6WY55	HPF_00895
A0A4P6X171	HPF_12415
A0A4P6WWL3	HPF_02620
A0A4V1ABV0	HPF_16190
A0A4P6WXI2	HPF_06155
A0A4P6WV57	HPF_06360
A0A4P6X4T8	HPF_21500
A0A4P6WX89	HPF_04570
A0A4P6WTG0	HPF_02930
A0A4P6X533	HPF_20100
A0A4P6X031	HPF_16880
A0A4V1AC79	HPF_22740
A0A4P6X0E2	HPF_12285
A0A4V1ABN1	HPF_12655
A0A4P6X421	HPF_16520
A0A4P6X5J4	HPF_21000
A0A4P6X4F3	HPF_13045
A0A4P6WS68	HPF_02940
A0A4P6X9K1	HPF_22780
A0A4P6WXZ7	HPF_14725
A0A4P6WVQ6	HPF_01450
A0A4P6X4C4	HPF_17070
A0A4P6X3V7	HPF_11845
A0A4P6WVG5	HPF_09255
A0A4P6WXV0	HPF_12425
A0A4V1ABE3	HPF_08205
A0A4P6X601	HPF_20705
A0A4P6WZW5	HPF_08680
A0A4P6WUN0	HPF_07650
A0A4P6X7L5	HPF_18520
A0A4P6X230	HPF_23340
A0A4P6WXR3	HPF_00530
A0A4P6X8V3	HPF_20995
A0A4V1AB98	HPF_05925
A0A4P6X086	HPF_10445
A0A4V1AB25	HPF_02240
A0A4P6WSS5	HPF_02010
A0A4P6WV64	HPF_00065
A0A4P6X038	HPF_09080
A0A4P6WXS6	HPF_06775
A0A4P6X368	HPF_22980
A0A4P6X9R7	HPF_23135
A0A4P6WU48	HPF_06640
A0A4P6WVS6	HPF_09965
A0A4P6WUD5	HPF_05245
A0A4V1AB06	HPF_01290
A0A4P6X5X1	HPF_21800
A0A4P6X1T9	HPF_15290
A0A4V1AB65	HPF_04255
A0A4P6X6B9	HPF_16295
A0A4P6WVW6	HPF_10265
A0A4P6WYM5	HPF_13700
A0A4P6X9P8	HPF_23035
A0A4P6X966	HPF_21645
A0A4P6X6F9	HPF_16735
A0A4P6WZ21	HPF_09540
A0A4P6WW25	HPF_08240
A0A4P6WV42	HPF_06260
A0A4P6WWF5	HPF_02905
A0A4P6WXE1	HPF_04830
A0A4P6WYN3	HPF_13755
A0A4P6WXM1	HPF_11625
A0A4P6X0V3	HPF_10900
A0A4P6WZU7	HPF_18810
A0A4P6WXU3	HPF_12130
A0A4P6WW00	HPF_08475
A0A4P6X2G8	HPF_09010
A0A4V1ABY9	HPF_18145
A0A4P6X6G6	HPF_21705
A0A4P6X8K5	HPF_20395
A0A4P6WZE3	HPF_15955
A0A4P6WZC7	HPF_03640
A0A4P6X0K5	HPF_20385
A0A4P6WVW1	HPF_07890
A0A4P6WRB1	HPF_01435
A0A4P6WUC9	HPF_07090
A0A4V1ABH8	HPF_09970
A0A4P6X3Q1	HPF_11985
A0A4P6WWF4	HPF_03765
A0A4P6X1X9	HPF_08345
A0A4P6X3C6	HPF_15525
A0A4P6WXN7	HPF_12015
A0A4P6X4C3	HPF_17560
A0A4P6WVR6	HPF_07975
A0A4P6X6J9	HPF_23155
A0A4P6WYZ8	HPF_14955
A0A4P6WYT2	HPF_07670
A0A4P6WYA7	HPF_07835
A0A4P6WXZ6	HPF_00980
A0A4P6WZI9	HPF_16310
A0A4P6WVY8	HPF_01950
A0A4P6X244	HPF_14335
A0A4V1AAZ6	HPF_00790
A0A4P6WSM7	HPF_01625
A0A4P6WXX4	HPF_14570
A0A4P6WYF4	HPF_13685
A0A4P6WUR4	HPF_07850
A0A4P6WW95	HPF_11085
A0A4P6WUU6	HPF_01070
A0A4P6X4I1	HPF_13195
A0A4P6WYF9	HPF_13290
A0A4V1AB87	HPF_05375
A0A4P6WRX8	HPF_00460
A0A4P6X0P3	HPF_20635
A0A4P6WZ33	HPF_08065
A0A4P6WQN3	HPF_00135
A0A4V1ABX5	HPF_17445
A0A4P6X2J5	HPF_09160
A0A4P6WW18	HPF_03530
A0A4P6WXM5	HPF_13915
A0A4P6X6P6	HPF_17185
A0A4V1ABF7	HPF_08905
A0A4P6WSL5	HPF_03595
A0A4V1AC60	HPF_21790
A0A4P6X2J3	HPF_16875
A0A4P6X4D2	HPF_17120
A0A4P6WXZ8	HPF_12490
A0A4P6WXG4	HPF_11510
A0A4P6WZZ2	HPF_09930
A0A4P6WZ91	HPF_08170
A0A4P6X7S1	HPF_23120
A0A4P6X1I3	HPF_12060
A0A4P6X6F3	HPF_22905
A0A4P6X7B6	HPF_18355
A0A4P6X047	HPF_04210
A0A4P6X108	HPF_21185
A0A4P6X4Y7	HPF_18020
A0A4P6WSZ0	HPF_01975
A0A4P6X1I6	HPF_22235
A0A4V1ABQ1	HPF_13665
A0A4P6WWT7	HPF_09955
A0A4P6X0L5	HPF_09995
A0A4V1ABY1	HPF_17745
A0A4P6WXE9	HPF_04880
A0A4P6X548	HPF_14465
A0A4P6X8K4	HPF_20830
A0A4P6X4J9	HPF_18980
A0A4P6X9S0	HPF_22745
A0A4P6X6L6	HPF_17035
A0A4P6WT00	HPF_04455
A0A4V1AC02	HPF_18815
A0A4P6X979	HPF_21695
A0A4P6X594	HPF_14530
A0A4P6WTN3	HPF_03720
A0A4P6X164	HPF_06935
A0A4P6WYD3	HPF_06910
A0A4V1AC68	HPF_22190
A0A4P6WUI7	HPF_05495
A0A4P6X3A9	HPF_15425
A0A4P6X0X4	HPF_11800
A0A4P6X6F1	HPF_16685
A0A4P6WV31	HPF_00050
A0A4P6WYY4	HPF_02785
A0A4P6WZS5	HPF_16325
A0A4P6X6B7	HPF_22700
A0A4P6X059	HPF_11820
A0A4V1ABB2	HPF_06645
A0A4P6WV91	HPF_00215
A0A4P6X7T2	HPF_19310
A0A4P6WZL7	HPF_03155
A0A4P6WUN9	HPF_07700
A0A4P6X6G4	HPF_20565
A0A4P6X4L9	HPF_17520
A0A4P6WZK3	HPF_08080
A0A4P6WWE6	HPF_09380
A0A4P6WZX9	HPF_03805
A0A4P6WRX4	HPF_02490
A0A4P6X5P3	HPF_21325
A0A4P6WZA8	HPF_02650
A0A4V1ABN3	HPF_12755
A0A4P6X2X4	HPF_14195
A0A4P6WR00	HPF_00835
A0A4P6WU62	HPF_04840
A0A4P6WXJ0	HPF_11425
A0A4P6X2I3	HPF_09550
A0A4P6X054	HPF_19470
A0A4P6WXM8	HPF_04230
A0A4V1ABN7	HPF_12955
A0A4P6X0D6	HPF_09985
A0A4P6WUK0	HPF_00520
A0A4P6X2A8	HPF_21450
A0A4P6X081	HPF_09285
A0A4P6WY67	HPF_07585
A0A4P6WY24	HPF_07330
A0A4P6WY20	HPF_12875
A0A4V1AC51	HPF_21315
A0A4P6X3D6	HPF_23280
A0A4P6WZA6	HPF_03490
A0A4P6X787	HPF_23110
A0A4P6X0T0	HPF_18785
A0A4P6X2M9	HPF_22760
A0A4P6X1Z1	HPF_08010
A0A4P6X1U2	HPF_13675
A0A4P6X2E5	HPF_09350
A0A4P6X6J1	HPF_23105
A0A4P6WV36	HPF_08500
A0A4P6WTQ1	HPF_03435
A0A4V1ABI2	HPF_10170
A0A4P6WZF4	HPF_15570
A0A4P6X7Y0	HPF_19075
A0A4P6X0K8	HPF_10350
A0A4P6WZ68	HPF_07325
A0A4P6X0Q7	HPF_06415
A0A4P6WZQ3	HPF_09420
A0A4P6X6N6	HPF_20965
A0A4V1ABC5	HPF_07300
A0A4P6WVZ1	HPF_08425
A0A4V1ABI4	HPF_10270
A0A4P6X3F4	HPF_16955
A0A4P6WW61	HPF_08875
A0A4P6WZY1	HPF_08780
A0A4P6WUZ4	HPF_01355
A0A4P6WXY6	HPF_12675
A0A4P6WUF9	HPF_00270
A0A4P6WZW4	HPF_03705
A0A4P6X381	HPF_10640
A0A4P6WZW8	HPF_04805
A0A4P6WUD3	HPF_00255
A0A4P6X0Y4	HPF_21035
A0A4P6WUN1	HPF_05745
A0A4P6X508	HPF_18120
A0A4P6WW88	HPF_09025
A0A4P6X0R9	HPF_18245
A0A4V1AB04	HPF_01190
A0A4V1ABV8	HPF_16595
A0A4P6X2D7	HPF_09300
A0A4V1AC44	HPF_20940
A0A4P6X152	HPF_12315
A0A4P6WXY9	HPF_14675
A0A4P6X0T1	HPF_18300
A0A4P6X3P3	HPF_15860
A0A4P6WX07	HPF_12600
A0A4V1ABJ7	HPF_10935
A0A4P6WS63	HPF_00910
A0A4P6X8C4	HPF_20380
A0A4P6WX27	HPF_03475
A0A4P6WW33	HPF_02200
A0A4P6WT56	HPF_02765
