P27746	COG0022
P72957	ENOG502ZBCR
P72959	COG2327
P74380	ENOG50313KG
P73434	COG0438
Q55192	COG1595
P73684	COG1028
P73363	COG2203
P73363	COG3920
P73363	COG4191
P72635	ENOG50337QH
P72631	COG1409
P73917	COG4636
P73375	COG1171
Q55896	COG0565
P73773	ENOG502Z7M6
P73351	COG4177
P74321	COG0457
P73693	COG0747
P73898	COG3842
P74017	COG0304
P74540	COG1749
Q55479	ENOG502ZEBM
P72786	COG0346
P73674	ENOG5031VE4
P73916	COG5659
P73854	COG0395
Q55520	COG4118
Q55400	ENOG5033E3H
Q55632	COG0628
Q55975	COG3293
P73570	COG4636
P73396	COG0494
Q55534	COG1178
Q55186	ENOG50313NC
P74774	COG2954
P73132	COG1226
P73132	COG3273
P72802	COG0457
P73897	COG3292
P74639	ENOG5034AB3
P73427	COG0534
P74051	COG3385
Q55537	COG3216
Q55377	ENOG5032552
P72692	COG0515
P74691	ENOG50317ZC
P73137	COG0627
Q55945	COG3293
P73763	ENOG5032W26
P73616	COG2205
Q55728	COG2027
P73631	COG0601
P73144	COG0162
P72681	ENOG502ZEWF
P72716	ENOG50315PP
Q55525	COG0568
P73800	ENOG5031X2B
P73780	COG3293
P73641	ENOG5032N27
P73498	COG1669
Q55405	ENOG5032M4U
P73331	COG1662
P73644	COG2243
Q55601	COG2755
Q55122	COG1487
Q55594	COG4995
Q55808	COG1233
P74799	COG5659
P75023	COG0793
Q55360	COG4636
P74486	ENOG5031ZT3
P72695	COG3682
P74271	COG0639
P73752	COG3339
Q55873	ENOG503087J
Q55652	COG0601
P73666	COG0568
Q55547	COG3170
P74249	COG2119
P74664	COG2831
P73969	COG2361
P73462	COG2371
P73325	COG1653
P73108	COG1366
P74623	COG2202
P74623	COG2203
P72805	COG0845
P74408	ENOG502ZBC1
Q55657	ENOG5030SG2
Q55157	COG2890
P73207	COG2948
P73815	ENOG50333BT
P74353	COG1547
Q55529	COG1173
P73112	COG2314
P73640	ENOG50318HK
P73685	COG2343
P73988	COG1878
P73350	COG0559
Q55867	COG0381
P73770	COG1672
Q55592	COG2366
P74372	COG0558
P72645	ENOG502Z8D1
Q55974	COG5659
P74768	COG1977
P72833	COG1403
P74674	ENOG5031UM7
Q55362	COG0457
P73324	ENOG5031DJN
P73414	COG3293
P73756	ENOG5033RIQ
P74204	COG0628
P74424	ENOG50313JN
Q55933	COG0745
P73358	ENOG5032YZF
P72679	COG3420
P72837	ENOG5033AA1
P73459	COG4636
P72858	COG4828
P74065	COG0639
P73838	COG5464
P73223	COG5413
P74537	COG0642
P74537	COG2203
P74197	COG2199
P73564	ENOG5033DBV
P74083	COG0767
P73858	COG3293
P72845	COG3542
P73393	COG2441
Q55178	COG3829
P73088	COG2931
Q55123	ENOG50329NX
P74006	ENOG50308CN
P73031	COG0328
P73661	COG0427
P73661	COG1670
P74166	COG1300
P73688	COG1028
Q55917	COG1595
P73787	COG0581
P73847	COG1434
P72589	COG4636
P74472	COG3293
P72751	COG1235
Q55556	COG0834
P72822	COG5464
P74291	COG1051
P74612	COG4244
Q55159	COG0612
P74678	COG0664
P74056	COG0695
P74809	ENOG5032Z0M
P72989	COG4188
P73999	ENOG50304GN
P74043	COG2324
P73775	ENOG50338BZ
Q55489	COG0457
Q55489	COG4995
P74501	COG1649
P73986	COG2242
P73813	COG4636
P73494	ENOG5032YCP
P73076	COG3168
P74213	COG1278
Q55769	COG1502
Q55769	COG1555
Q55853	ENOG50301C2
P72608	COG2207
P73151	COG4121
P72600	COG2207
Q55127	COG2319
Q55391	ENOG5031UKD
Q55399	COG1466
Q55600	COG2319
P74679	COG2319
Q55420	COG1088
Q55840	COG0456
P72718	COG1714
P73837	COG3391
Q55407	COG4100
P72911	COG0438
Q79EF1	COG3239
P72924	COG0665
P73486	COG2246
P73235	COG4970
P73989	COG1083
Q55411	ENOG5033MX0
P72939	COG0737
P72939	COG3391
P74669	ENOG5032TZB
P73781	COG1662
Q55772	COG0762
Q55646	COG2361
P72606	COG4642
Q55365	COG2931
Q55365	COG3325
Q55744	ENOG502Z8A8
P74151	COG1555
Q55152	ENOG5031ZUU
Q55639	COG0665
P72611	COG0614
Q55651	COG4249
P74058	COG3335
P72767	COG3324
P73251	COG1569
Q55916	COG1413
Q55739	COG1409
Q55577	COG0659
P72763	COG0666
P74715	COG3556
P73464	ENOG50309GM
P73483	COG1430
P72810	COG0317
P74671	COG1848
Q55539	COG4636
P74417	ENOG5032H1U
P72893	COG0399
P74575	COG1569
P73797	COG0834
P74776	ENOG50313S4
P74084	COG0457
P74185	ENOG5031GDF
P74461	COG0841
P73332	COG3293
P73827	COG2211
P72788	ENOG502ZCIK
P74223	COG0834
Q55148	ENOG5031UJP
P74597	COG0463
Q79EF3	COG0110
P73520	COG3463
P72574	ENOG5032YDH
P73085	COG0803
P72916	ENOG5033XVQ
P74798	COG1598
P72894	COG2232
Q55845	COG1357
Q55748	COG0412
Q55824	COG0823
Q55704	COG4370
P73873	ENOG50337ZW
P74124	COG2942
P74683	COG0206
P73267	COG0715
P73490	COG2267
P74173	COG2027
P72696	COG0501
Q55551	COG0457
P74276	ENOG50321PF
P73712	COG1807
P73382	ENOG50313YR
P72613	COG1132
Q55372	COG0606
Q55699	COG4636
P73876	COG2385
Q55444	COG0840
P73700	COG4627
Q55929	COG1488
Q55181	COG2105
P73516	COG5607
Q55384	ENOG5032YHB
P72708	ENOG50316YV
P73142	COG2044
P72591	COG0609
P73931	COG0204
P73880	COG3293
P73264	COG0399
P73513	COG4636
P73904	ENOG5032Z4X
P73620	COG5464
P73649	COG1146
P73129	COG0748
P74320	ENOG5033YY9
P73038	COG0212
P74648	ENOG502ZC2P
P73784	COG2814
Q55924	COG0702
Q55439	COG0727
P72881	ENOG5032SGG
P72597	COG4759
P74723	ENOG5031UKI
P73401	COG0438
Q55538	COG3688
P72882	COG0639
P73675	ENOG5032ZCN
P72768	COG3900
P73169	ENOG5031UKV
P73430	ENOG50330GS
Q55695	COG3000
P73259	COG4928
P72883	COG4636
P74116	ENOG50330KB
Q55554	COG1937
P74202	COG0388
P72595	COG2207
P73645	COG5661
P74198	COG0664
P74356	ENOG502Z7IV
P74347	COG2148
P72596	COG0477
P74784	ENOG50313ST
P73130	COG4636
Q55507	COG1218
P73478	ENOG5032RVN
P73428	COG3239
P72612	COG5469
P73729	COG0735
Q55617	ENOG50338XG
P74398	ENOG5031501
P73028	COG3293
P74525	ENOG5031TNR
P74033	COG0277
P73060	ENOG5031BJF
P74680	ENOG5032ARI
P74444	ENOG50302ZD
P74791	ENOG5031668
P73698	COG2442
P73487	COG0402
P73425	COG5493
P74179	COG4249
P74077	COG3385
P73329	COG4586
P74705	COG3103
P73102	ENOG50324PR
P73766	ENOG5033HE9
P74767	COG1410
P73915	COG5659
P74642	COG5305
P72744	ENOG5031NB3
Q55964	ENOG50338C0
P73591	COG1028
P72995	ENOG5033185
P73011	COG2203
P73011	COG3706
P73495	COG0447
P73193	COG2385
P74362	ENOG5032FNA
P74460	COG0515
P73921	COG4783
P73381	COG0494
P73361	COG1656
P72825	COG1233
P73713	COG2202
P73713	COG2203
P73713	COG3706
P73713	COG4191
P74495	COG4638
P72892	ENOG50330DP
P73615	COG1653
P73224	COG1006
Q55140	COG3468
P73678	COG1807
P73779	COG3293
P73366	ENOG502Z8HF
P72954	COG3296
P72601	COG2226
Q55907	COG2226
P74019	COG4113
P74568	COG3146
P74808	COG3335
P72626	COG1131
P73072	COG5659
P72982	COG3000
P74350	ENOG5031C9S
P73280	COG4636
Q55492	ENOG502Z85V
P72669	COG2002
P72994	COG4456
Q55656	ENOG50300Y3
Q55881	ENOG502Z84B
Q57495	COG3293
Q55697	COG3415
Q55696	COG3335
Q57248	COG3335
Q57248	COG3415
P75027	COG3335
P75027	COG3415
P72720	COG0449
P72846	COG0682
P72604	COG0811
Q55383	COG0039
P74260	COG0554
P80505	COG0057
P77966	COG0187
P77966	COG1372
Q59978	COG0576
P72795	COG1420
P49057	COG0518
P49057	COG0519
P74133	COG5398
Q55786	COG0646
Q55786	COG1410
P74503	COG0467
P74323	COG1211
P73737	COG0796
P72941	COG0811
P72736	COG0801
P72780	COG0265
P73016	COG0623
P72800	COG0225
P74592	COG3705
Q55855	COG0837
P27196	ENOG5032SW6
Q55503	COG0040
P72641	COG0563
P73560	COG0509
Q55471	COG1653
P73493	COG0189
P20804	COG0236
P27181	COG0711
P73997	COG0337
P74644	ENOG502Z8HQ
Q55421	COG0480
P73903	COG2066
Q55643	COG0761
P55037	COG0067
P55037	COG0069
P55037	COG0070
Q55482	COG0020
Q55899	COG0851
Q55593	COG0125
P52415	COG0448
P72946	COG0141
Q55805	COG0118
P73658	COG0799
P74519	COG0321
P74227	COG0050
P27319	COG0716
P73411	COG0364
P73492	COG0695
P74134	COG1633
P74324	COG0158
P54261	COG0404
Q55143	COG0818
P74561	COG0106
P74507	COG0696
Q55626	COG0190
P74257	COG0578
P80046	COG0538
P73301	COG0361
P74228	COG0480
Q55674	COG0114
Q55638	COG0068
Q55629	COG1231
P72827	COG1840
P73940	COG0265
P72663	COG1947
P74594	COG3001
P73646	COG0083
Q55179	COG0728
P73585	COG2103
P27320	COG1018
Q55585	COG1012
P74342	COG1539
P74215	COG0064
Q55119	COG0231
Q79EE4	COG3842
P74301	COG0157
P27589	COG1290
P73571	COG2360
P73826	COG1028
Q55332	COG1555
P73728	COG0678
P73545	ENOG5032ZT5
P73955	COG0061
P73317	COG0090
P74737	COG0468
P73676	ENOG50314ES
P74690	COG3957
P37277	ENOG502ZMJ2
P72823	COG1008
P74069	ENOG502ZBMI
P73789	COG0652
Q54715	ENOG502Z85C
P48957	COG0292
P73204	COG0237
P73303	COG0200
P72980	COG0320
P73788	COG1117
P54384	COG0065
P27372	ENOG5032ZM4
P26286	ENOG50339MH
P74177	COG0086
P72622	COG0225
Q55637	COG0571
P74327	COG1939
Q55595	COG0346
Q55982	COG1995
P14835	ENOG50332MV
Q55468	COG0603
P74035	COG0806
P72871	COG0192
P74771	ENOG5032XZT
P72988	COG0774
Q55118	COG0652
P55175	COG0388
Q55364	COG0534
P36237	COG0080
P74741	COG0138
P74733	COG0549
P73127	COG0621
P74657	COG0707
P73289	COG1825
P74562	COG0029
P75028	ENOG502Z8DN
P19569	ENOG502ZBN6
P09190	ENOG5032RR6
P73308	COG0094
Q57417	COG0777
P72623	COG0297
Q55848	COG0462
P80507	COG0221
P73863	COG0025
Q55369	COG2896
P74497	COG0182
P37101	COG0572
P19125	COG0852
P26524	COG0713
P73162	COG0282
P73962	COG1575
P74211	COG0259
P73290	COG0104
P29256	ENOG502ZBQN
P73662	COG0280
P73662	COG0857
P74167	COG0300
P74167	COG3000
Q55167	COG0014
P74528	COG0773
P26523	COG0839
P74578	COG0379
P74457	COG0528
Q55622	COG1327
P74782	COG0167
P73527	COG0054
P72704	COG0652
P73528	ENOG5032ZB0
Q55117	COG4948
P73532	COG1195
Q55500	COG0382
P73202	COG0369
P12975	ENOG503313D
Q55370	COG0315
Q55370	COG0746
P32421	COG1008
P73625	COG1193
Q55274	ENOG502Z92X
P72785	COG1640
P19050	COG0377
P73077	COG0188
P74572	COG0345
P10549	ENOG502Z7ZP
P72644	COG0046
P29254	COG2885
P74055	COG0815
P74618	COG0363
P54899	COG0002
Q55687	COG5322
Q55901	COG0850
P74287	COG1304
Q55473	COG0395
P73859	COG4251
P73960	COG0473
Q55797	COG0279
P74645	COG4251
P74755	COG0139
P74755	COG0140
Q55282	COG1108
P74040	COG0324
P73910	COG1281
Q55725	COG1165
P26525	COG1143
P73891	ENOG5030QDD
P74582	COG1049
Q55738	COG0188
P73755	COG0482
Q55664	COG0191
P48576	COG0119
P72648	COG0194
P73033	COG0240
Q55928	COG1051
Q55928	COG1056
P74393	COG0025
P73930	COG0552
P45450	COG0770
Q55781	ENOG5032ZFB
P73245	COG0635
P54691	COG0115
P74416	COG0403
P74416	COG1003
P73660	COG0181
P73426	COG0245
Q55750	COG1197
P54918	COG0787
P73870	COG2205
P73668	COG0771
P74432	COG0127
P73246	COG1057
P73448	COG0243
P74331	COG0424
P74122	COG1364
P73354	COG0265
P74518	COG1544
P73540	COG0597
P73866	COG2060
P74529	COG0812
Q55281	COG1121
P72849	COG5398
P33779	COG0664
P73867	COG2216
P73534	COG0469
P73860	COG0467
Q55368	COG0303
P73511	COG0058
Q55497	COG0078
Q08871	COG3239
P73839	COG0486
P73349	COG0323
P73553	COG1970
Q55429	COG1009
Q54714	ENOG502Z7NE
P74149	ENOG5033BE9
P73950	COG0416
Q55688	COG1633
P73157	COG0681
Q55746	COG1043
Q55673	COG0766
P53579	COG0024
P74338	ENOG5031AQM
P73720	COG3409
P73720	COG3429
P72931	COG0536
P52965	COG0674
P52965	COG1013
P52965	COG1014
P52965	COG1146
Q55081	COG0415
P74706	COG2377
P74751	COG0481
P74646	COG0467
P74397	COG1198
P72818	COG2226
Q55612	COG1044
Q55986	COG0472
Q55382	COG0853
Q01951	ENOG502Z7RG
P23353	COG0082
Q55794	COG0003
Q55665	COG0001
Q55819	COG4251
Q55736	COG0475
Q55736	COG0589
P73809	COG0580
Q55900	COG2894
Q55544	COG0237
Q55544	COG0448
P73726	COG0382
Q55863	COG0469
Q55434	COG2203
Q55434	COG3706
Q55434	COG4251
Q55434	COG5001
P73869	COG2156
Q57310	COG0763
Q55905	COG0574
Q55905	COG1080
P73735	COG1252
P74292	COG0171
P74292	COG0388
P73265	COG1116
Q55190	COG0475
Q55988	COG0205
P73451	COG0600
P0DJF8	COG0005
P53581	COG0024
P74217	COG0062
P74217	COG0063
P52997	COG0413
P36265	COG0250
Q55074	COG0283
Q55074	COG0414
P72776	COG0854
Q55469	COG0769
P27724	COG0649
P74003	COG2890
P74422	COG0583
P73294	COG0102
P36236	COG0081
P73071	COG0263
Q55135	COG0788
P74438	COG0418
P74494	COG0105
P73530	COG0539
P74142	COG0539
P74606	COG1496
P74163	COG0540
Q59996	COG0568
P73123	COG0583
Q55803	COG0621
P73554	COG0632
P52640	COG1162
Q59987	COG1028
P74724	COG0026
P73305	COG0256
P74391	COG1066
P38382	COG0690
P74232	COG0151
P74421	COG0126
P73890	ENOG5031UKY
P73313	COG0197
P73093	COG0448
P73312	COG0255
Q55758	COG2065
P73300	COG0257
P73014	COG0333
P23349	COG0222
P74226	COG0051
Q55005	COG0594
Q55132	COG1234
P73318	COG0089
P74430	COG0061
P72640	COG1989
P53580	COG0024
P73390	COG3243
P72714	COG1007
P73389	ENOG502ZA44
Q55880	COG0820
Q55898	COG0855
P73471	COG0152
Q55196	COG1117
P07826	ENOG502Z87P
P72851	COG0227
P74565	COG0568
Q55694	COG0445
P74591	COG0169
Q55506	COG0817
P74038	COG0313
Q55971	COG0258
Q55971	COG0749
Q55141	COG0440
P28463	COG0373
Q55834	COG0811
P73951	COG0332
P72660	COG0681
P74207	COG0066
Q55505	COG0484
P72991	COG0465
P74373	COG0426
P74373	COG1853
P73302	COG0563
Q55418	COG0305
Q55418	COG1372
P74180	COG0772
P15729	COG0477
P73572	COG0320
P48054	COG0131
Q55759	COG0302
P55038	COG0067
P55038	COG0069
P55038	COG0070
P73242	COG0331
P74250	COG0386
P77962	COG0112
P73179	COG0465
P74334	COG3670
P73283	COG0304
P74095	COG0298
P27183	COG0711
P74218	COG0378
Q55793	COG0520
P72848	COG0408
P73922	COG1494
P72642	COG0289
P74290	COG0266
P72874	COG0290
P73269	COG0375
P74521	COG0297
P74689	COG0129
Q55504	COG1207
Q55512	COG0136
P73807	COG0079
P72836	COG0239
P73133	COG4992
P73672	COG0821
P74263	COG0375
P72973	COG0475
P48959	COG0291
P73320	COG0087
Q55798	COG0720
P73298	COG0100
P73307	COG0096
P74071	COG0052
P72666	COG0030
P72703	COG0010
Q54697	ENOG5033CII
P73667	COG0602
P74384	COG0015
P21697	COG3794
P73306	COG0097
P74214	COG0541
P72717	ENOG5033AE4
P74787	ENOG5033APQ
P52056	COG0325
Q57014	COG0724
P74230	COG0048
Q55569	COG1381
P05429	ENOG502Z7TN
P73790	COG2154
Q55630	COG2205
P48939	COG0522
P73452	COG0715
P74653	COG0170
P54123	COG0595
P72659	COG1185
P23350	COG0244
P73636	COG0360
P48958	COG0267
Q55625	COG0858
P74564	ENOG503323W
P19045	COG0838
P73296	COG0203
P73177	COG0557
P73820	COG2264
P73070	ENOG503086C
P73309	COG0198
P09191	ENOG50332KX
Q55978	COG0780
P36239	COG0335
P74367	ENOG5031CPI
Q55709	COG0653
P73460	COG0275
P73933	COG0344
P74061	COG0036
P74304	COG2082
P54902	COG0014
P74352	ENOG5032RMS
P73450	COG0715
P73450	COG1116
P72686	COG0704
Q55329	ENOG5033A5A
P72796	COG0703
P74625	COG0448
P73319	COG0088
Q55356	ENOG5031GDS
P54205	COG1850
P48946	COG0238
Q55849	COG0132
P15819	ENOG5032YQR
P73418	COG0776
P74770	COG0156
P52983	COG0166
P73558	COG0154
P73058	COG0141
Q55777	COG0824
P17253	COG0224
P74106	COG0107
P49433	COG0057
P73367	COG0757
Q55154	COG0443
P77967	COG0415
P74388	COG2226
P74739	COG0735
P73182	COG0370
P72856	COG0592
P37979	COG2208
P37979	COG2770
P72689	COG0532
P73747	ENOG50337PI
Q55404	COG0365
P74103	ENOG5032S2M
Q55393	COG0426
Q55393	COG1853
P74268	COG2173
P29273	COG0654
P29273	COG3349
P77969	COG0113
Q55472	COG1175
P28371	COG0480
P54225	COG0276
P72872	COG0042
P72793	COG1981
P74285	COG1208
Q01895	COG0555
P73648	COG1109
Q55247	COG0347
Q55575	COG0391
Q55450	COG0721
P73067	COG1154
P73824	COG0386
P74181	COG0405
Q55163	COG0223
Q55318	COG0369
P74258	COG0380
P73935	COG0503
P73849	COG2045
P74548	COG1118
P54386	COG0334
P52981	COG0296
P72933	COG0491
Q06474	COG1622
P73456	COG0206
P72588	COG0272
P74593	COG0695
Q55724	COG0042
Q55714	COG0368
P73212	COG0451
Q59990	COG2124
P74143	COG0358
P73335	COG0084
P52986	COG0460
Q55669	COG0793
P77972	COG0148
Q55460	COG0715
P74371	ENOG502Z877
P72721	COG0426
P72721	COG1853
P49995	COG0593
P72759	COG4576
P20388	COG3239
Q55526	COG1159
Q55233	COG0778
P73632	COG1181
P74361	COG0542
P73574	COG1028
Q55435	COG0669
P73138	COG1062
P74070	COG0264
Q55424	COG0154
P74089	COG1045
Q55513	COG0329
Q55663	COG0743
P74551	ENOG502Z8IM
P74459	COG0542
P73634	COG2127
P26287	COG3258
P73437	COG0465
Q06475	COG1845
P72584	COG1633
P72771	ENOG502Z8DN
P28372	COG2710
P74120	COG1160
P72935	COG0004
P77968	COG0605
Q55909	COG0398
P73956	ENOG502Z86M
Q55522	COG0525
P73894	ENOG50344UZ
P73825	COG0183
P73555	COG1836
Q55158	COG0117
Q55158	COG1985
Q55433	COG1959
P72866	COG0184
P73292	COG0254
P73315	COG0091
P73056	COG0278
P72667	COG1385
P74607	COG2052
P74514	COG0217
P72873	COG4636
P73436	COG0397
P72821	COG4636
P74041	COG0673
P73505	COG0060
Q55200	COG0226
P74676	COG2153
P74641	COG1598
P73314	COG0092
P74369	COG0390
P73639	COG0641
P73841	ENOG5033KWH
Q59992	COG0133
P73152	COG3937
Q55508	COG0134
P74328	COG0566
P52761	COG0251
Q55624	COG0450
Q55790	COG0719
P48944	COG0199
P73602	COG1359
Q55680	COG0661
Q57208	COG1285
P74220	COG1619
P74615	COG2335
P72745	COG0589
P72831	COG1289
Q55823	COG0515
P74523	COG2166
Q55761	COG0792
P42349	COG1032
Q55894	COG0422
Q55692	COG1206
P74178	COG2192
P72970	COG0564
P73293	COG0103
Q57396	COG2255
Q55914	COG1032
P77964	COG0201
Q55611	COG0341
P54004	COG0121
P74576	COG1166
P73920	COG0526
P73297	COG0202
Q55499	COG0629
P72673	ENOG5032S4S
Q55371	COG0314
P74435	COG0135
Q55470	COG1236
P72657	COG0164
P72753	COG0035
P74456	COG0233
P73879	COG0429
P74130	COG0147
Q55806	COG0441
Q55535	COG0394
Q55911	COG0454
P74714	COG0723
P73003	COG2038
Q55116	COG0824
P74343	COG1280
Q55487	COG0463
P73055	COG0271
P74436	COG0697
P72854	COG0155
P54984	COG1473
Q55874	COG2304
Q55486	COG0018
P72797	COG0176
P74034	COG0533
P73655	COG0180
P73053	COG1351
Q55511	COG0544
P52232	COG3118
P73633	COG3932
P73714	COG0750
P73846	COG1606
P73374	COG2265
P74192	COG0037
P74598	COG2319
P74002	COG0312
Q55749	COG0007
P73851	COG0173
P26290	COG0723
Q55129	COG2062
P22039	COG3751
P74794	COG1598
P73126	COG2319
Q01903	COG1613
P22040	COG1131
Q46363	COG0557
Q01904	COG1135
P74155	COG0706
Q55187	COG0016
Q55142	COG0319
P73341	COG2334
Q55979	COG0392
P74221	COG1357
P54147	COG0004
P15730	COG3659
P74745	COG0515
P72725	COG1641
P74101	COG1716
P74101	COG5001
P52276	COG0017
P74158	COG0483
P72743	COG0163
Q55787	COG0357
P74060	COG1977
P77965	COG0085
Q55422	COG0150
P72575	ENOG5033AJK
P72580	COG0142
P73299	COG0099
P72830	COG0205
Q55801	COG0328
Q59989	COG0193
Q55921	COG2267
P73376	COG1799
Q55336	COG0027
P73145	COG0629
P72929	COG2268
P73412	COG0178
P09192	ENOG502Z8JK
P72955	COG0378
Q55498	COG0041
P73201	COG0172
P73795	COG3788
P73263	COG3118
Q55330	ENOG5033AVJ
P27182	COG0636
P73628	COG3937
P74355	COG0691
P73274	COG0495
P27180	COG0712
Q55891	ENOG502Z7RN
P09193	ENOG502Z7VA
P74458	COG1598
Q55397	COG0023
P73047	COG0829
P54735	COG0515
P54735	COG3064
P54735	COG4991
P72861	COG0043
Q04737	COG0457
P73821	COG0111
P73443	COG1190
P74415	COG0802
P48949	COG0828
Q55785	COG0759
Q55438	ENOG50308IH
Q55963	COG0789
P72680	COG0582
P73311	COG0186
P73061	COG0804
P73942	COG0442
P58235	COG2161
Q55827	ENOG5032UP9
P73295	COG0101
Q55810	COG3185
P73893	ENOG50342ZZ
Q55884	COG0661
Q55653	COG0124
P72777	ENOG50319CP
Q55610	COG0342
Q55423	COG2226
P72855	COG0672
Q55452	COG1597
Q55452	COG1803
Q55115	COG4399
Q55702	COG2084
P72943	COG0144
P72943	COG0781
P73599	COG1082
P74511	ENOG502Z7WZ
P74168	COG2211
P74505	COG0463
P73577	COG0661
P74311	COG0798
P74709	COG0496
P74306	COG3349
P73925	COG2346
P73009	COG0767
Q55613	COG1054
P73042	COG2310
P73346	COG0393
P73336	COG0268
Q55153	COG0628
Q55791	COG0396
Q55156	COG0116
P73392	COG2335
P73595	COG2319
P72702	COG0123
P73889	ENOG5032RTW
Q55946	COG2144
Q55034	ENOG502Z8T5
P73690	ENOG502ZT4I
P73125	COG0384
P74008	COG0499
P58236	COG2161
P20170	COG0147
P73627	COG0661
P74786	ENOG5032ZTM
P74805	COG0401
P74117	COG4956
P72804	COG0526
P74635	COG1055
P54148	COG0004
P74650	COG2994
P74241	COG2046
P73141	COG0162
P73810	COG0550
P73810	COG1754
P72983	ENOG5032RRW
P73883	COG3208
P73161	COG0220
P72828	COG0336
P72583	COG0515
P74229	COG0049
P73136	ENOG503309S
P72705	ENOG502Z7YX
Q55939	COG1742
Q55684	COG1968
Q55563	COG2319
Q55170	COG0556
Q55147	COG0628
P72637	COG1615
P73069	COG4447
Q55717	COG0668
Q55480	COG0524
Q55716	COG0752
P72587	COG1166
P73695	COG2006
P73664	COG1489
Q55792	COG0719
P54086	COG0805
Q55445	COG0840
Q55445	COG2203
P73304	COG0098
P73709	COG1357
P74409	COG1253
P74246	COG0371
P73817	COG2931
Q55774	COG4178
Q55458	COG0857
P72699	COG0011
P72732	COG0697
P72581	COG1187
P42350	ENOG5031IQT
Q55518	COG0517
Q55518	COG1994
P73455	COG0797
P73001	COG2133
P74296	COG0072
P74296	COG0073
Q55690	COG0751
P73801	COG0607
P72926	COG3781
Q55566	COG3385
P74125	COG0432
P51634	COG1239
P73098	COG0443
Q55731	COG0232
Q55484	COG0019
P72942	COG0848
P73257	COG0165
Q55467	COG2227
P73618	COG0274
Q55515	COG0237
Q55828	COG0436
Q55860	COG1492
P73848	COG0764
P73163	COG0412
P22358	COG0443
P77973	COG0137
P72978	COG0755
P73407	COG4577
P74475	COG1270
P74466	COG0740
P72652	COG1413
P27178	COG0356
Q06473	COG0843
Q55459	COG0583
P74547	COG4208
P72711	COG2099
P50027	COG0484
Q59977	COG0372
P72740	COG1249
P73406	COG4577
P37367	COG0474
P72811	COG1060
P74750	COG0587
P74081	COG0517
P74081	COG0617
P74081	COG0618
Q05972	COG0459
P73715	COG0177
P73097	COG0484
P72757	COG0663
P52601	COG2003
P72835	COG0654
Q55983	COG0343
P74126	COG2197
P72752	ENOG5032ZAD
P73321	COG0783
Q55578	COG1187
P73469	COG0515
P73408	COG1929
P77960	COG0159
P74442	COG1672
P74442	COG2319
P73057	COG0718
P72817	COG0589
P74811	COG2886
Q55185	COG2091
P73580	COG0322
P72958	COG0471
P72958	COG3273
P73954	COG0347
Q55729	COG0143
P45451	COG1672
P20169	COG5002
P72731	COG0316
P73467	COG1090
Q55587	COG2308
P74696	COG0130
P73796	COG0831
P74596	COG0316
Q55705	COG0586
P74261	COG0566
P74078	COG1253
P73844	COG4636
P72925	ENOG5032YB3
P73079	COG3228
Q55720	ENOG5032RQE
P73888	ENOG502ZBN5
P74193	COG0498
P74662	COG0816
P73836	ENOG5032ZSV
P73617	COG0547
P52876	COG2119
P73882	COG3536
P74386	COG0832
P72979	COG1733
P73481	COG0537
P74063	COG0457
P74516	COG0219
P74330	COG0215
Q55837	COG1357
P73754	COG0312
P77971	ENOG5032RJI
Q55087	COG0644
Q79EF2	COG0109
P73241	COG2217
P72749	COG1217
P28373	COG1348
P73912	COG1333
P22034	COG0459
P73092	ENOG502Z8E6
P73248	COG0294
P72723	COG0426
P72723	COG1853
P26533	COG0355
P74165	COG1215
P73191	COG1060
P74638	COG0825
P73441	COG0242
Q59998	COG2217
P73638	COG1413
Q55463	COG1116
P37294	COG1562
P74299	COG2352
P54224	COG0407
Q55854	COG0664
P72940	COG0529
P74667	COG0253
P42351	COG2010
P73410	COG0031
P72794	COG0175
Q57038	COG1290
Q55760	COG1058
Q55760	COG1546
Q55682	COG0616
P74587	COG0505
P73345	COG0272
P73345	COG0758
Q55607	COG2710
Q59994	COG0149
P72655	COG0330
P74360	COG0500
P73327	COG0830
P74148	COG0589
P72913	COG1598
P74346	COG0564
P73063	COG1357
Q55707	COG1842
A0A4P6X1D2	COG3123
A0A4P6X1V4	COG1207
A0A4P6X2S0	COG0128
A0A4P6WWZ6	COG0769
A0A4P6X729	COG0452
A0A4P6WXP3	COG0462
A0A4P6WU97	COG0127
A0A4P6WX52	COG0820
A0A4P6X0S7	COG0062
A0A4P6WWP2	COG1703
A0A4P6X820	COG5009
A0A4P6X0P9	COG0136
A0A4P6X1C9	COG0500
A0A4P6X4F6	COG0504
A0A4V1ABB6	COG0172
A0A4P6WYM2	COG0059
A0A4P6X937	COG0289
A0A4V1ABC0	COG3844
A0A4P6X4E8	COG0617
A0A4P6WU91	COG0473
A0A4P6WU77	COG0205
A0A4P6WW30	COG5009
A0A4P6WYE3	COG1049
A0A4P6X4G3	COG1530
A0A4P6WY18	COG3258
A0A4P6X5A0	COG0042
A0A4P6X5P0	COG3436
A0A4P6WXU8	COG2963
A0A4P6X374	COG2433
A0A4P6WZC6	COG3666
A0A4P6WW81	COG4974
A0A4P6X1Y6	COG0835
A0A4P6X2C5	COG0050
A0A4P6X142	COG3024
A0A4P6X8U2	COG0499
A0A4P6WXF2	COG1530
A0A4P6X211	COG0119
A0A4P6X1E2	COG0318
A0A4P6X1F5	COG1815
