KEGGgene	KO	Organism
syf:Synpcc7942_1015	ko:K02660	Synechococcus
syf:Synpcc7942_0859	ko:K11526	Synechococcus
syf:Synpcc7942_2371	ko:K00677	Synechococcus
syf:Synpcc7942_1904	ko:K11003	Synechococcus
syf:Synpcc7942_1312	ko:K24846	Synechococcus
syf:Synpcc7942_0949	ko:K10237	Synechococcus
syf:Synpcc7942_0950	ko:K10236	Synechococcus
syf:Synpcc7942_0948	ko:K10238	Synechococcus
syf:Synpcc7942_2597	ko:K01768	Synechococcus
syf:Synpcc7942_2111	ko:K25026	Synechococcus
syn:sll1662	ko:K04518	Synechocystis
syn:sll0945	ko:K00703	Synechocystis
syn:sll1001	ko:K02065	Synechocystis
syn:sll1002	ko:K02067	Synechocystis
syn:sll1018	ko:K01465	Synechocystis
syn:sll1019	ko:K01069	Synechocystis
syn:sll1023	ko:K01903	Synechocystis
syn:sll1035	ko:K00761	Synechocystis
syn:sll1041	ko:K02065	Synechocystis
syn:sll1043	ko:K00962	Synechocystis
syn:sll1051	ko:K02289	Synechocystis
syn:sll1054	ko:K01515	Synechocystis
syn:sll1058	ko:K00215	Synechocystis
syn:sll1059	ko:K00939	Synechocystis
syn:sll1070	ko:K00615	Synechocystis
syn:sll1074	ko:K01869	Synechocystis
syn:sll1077	ko:K01480	Synechocystis
syn:sll1080	ko:K02051	Synechocystis
syn:sll1081	ko:K02050	Synechocystis
syn:sll1082	ko:K02049	Synechocystis
syn:sll1085	ko:K00111	Synechocystis
syn:sll1096	ko:K02950	Synechocystis
syn:sll1097	ko:K02992	Synechocystis
syn:sll1098	ko:K02355	Synechocystis
syn:sll1099	ko:K02358	Synechocystis
syn:sll1101	ko:K02946	Synechocystis
syn:sll1110	ko:K02835	Synechocystis
syn:sll1127	ko:K01661	Synechocystis
syn:sll1138	ko:K01838	Synechocystis
syn:sll1147	ko:K00799	Synechocystis
syn:sll1161	ko:K01768	Synechocystis
syn:sll1194	ko:K02719	Synechocystis
syn:sll1198	ko:K00554	Synechocystis
syn:sll1202	ko:K02016	Synechocystis
syn:sll1206	ko:K02014	Synechocystis
syn:sll1209	ko:K01972	Synechocystis
syn:sll1212	ko:K01711	Synechocystis
syn:sll1234	ko:K01251	Synechocystis
syn:sll1237	ko:K02493	Synechocystis
syn:sll1244	ko:K02939	Synechocystis
syn:sll1258	ko:K01494	Synechocystis
syn:sll1260	ko:K02967	Synechocystis
syn:sll1261	ko:K02357	Synechocystis
syn:sll1275	ko:K00873	Synechocystis
syn:sll1290	ko:K01147	Synechocystis
syn:sll1298	ko:K01061	Synechocystis
syn:sll1299	ko:K00925	Synechocystis
syn:sll1317	ko:K02634	Synechocystis
syn:sll1330	ko:K02483	Synechocystis
syn:sll1342	ko:K00150	Synechocystis
syn:sll1349	ko:K01091	Synechocystis
syn:sll1356	ko:K00688	Synechocystis
syn:sll1360	ko:K02343	Synechocystis
syn:sll1362	ko:K01870	Synechocystis
syn:sll1363	ko:K00053	Synechocystis
syn:sll1370	ko:K00971	Synechocystis
syn:sll1382	ko:K02639	Synechocystis
syn:sll1383	ko:K01092	Synechocystis
syn:sll1393	ko:K00703	Synechocystis
syn:sll1395	ko:K00067	Synechocystis
syn:sll1406	ko:K02014	Synechocystis
syn:sll1409	ko:K02014	Synechocystis
syn:sll1415	ko:K00858	Synechocystis
syn:sll1425	ko:K01881	Synechocystis
syn:sll1430	ko:K00759	Synechocystis
syn:sll1435	ko:K02434	Synechocystis
syn:sll1440	ko:K00275	Synechocystis
syn:sll1443	ko:K01937	Synechocystis
syn:sll1444	ko:K01704	Synechocystis
syn:sll1470	ko:K01703	Synechocystis
syn:sll1471	ko:K02290	Synechocystis
syn:sll1479	ko:K01057	Synechocystis
syn:sll1481	ko:K01993	Synechocystis
syn:sll1482	ko:K02004	Synechocystis
syn:sll1498	ko:K01956	Synechocystis
syn:sll1499	ko:K00284	Synechocystis
syn:sll1508	ko:K02535	Synechocystis
syn:sll1522	ko:K00995	Synechocystis
syn:sll1525	ko:K00855	Synechocystis
syn:sll1540	ko:K00721	Synechocystis
syn:sll1541	ko:K00464	Synechocystis
syn:sll1545	ko:K00799	Synechocystis
syn:sll1555	ko:K02486	Synechocystis
syn:sll1556	ko:K01823	Synechocystis
syn:sll1557	ko:K01902	Synechocystis
syn:sll1558	ko:K00966	Synechocystis
syn:sll1577	ko:K02285	Synechocystis
syn:sll1578	ko:K02284	Synechocystis
syn:sll1579	ko:K02286	Synechocystis
syn:sll1580	ko:K02286	Synechocystis
syn:sll1581	ko:K01991	Synechocystis
syn:sll1590	ko:K02480	Synechocystis
syn:sll1592	ko:K02479	Synechocystis
syn:sll1605	ko:K02372	Synechocystis
syn:sll1626	ko:K01356	Synechocystis
syn:sll1629	ko:K01669	Synechocystis
syn:sll1641	ko:K01580	Synechocystis
syn:sll1669	ko:K00891	Synechocystis
syn:sll1676	ko:K00705	Synechocystis
syn:sll1682	ko:K00259	Synechocystis
syn:sll1689	ko:K03087	Synechocystis
syn:sll1699	ko:K02035	Synechocystis
syn:sll1708	ko:K02479	Synechocystis
syn:sll1709	ko:K00034	Synechocystis
syn:sll1721	ko:K00162	Synechocystis
syn:sll1740	ko:K02884	Synechocystis
syn:sll1742	ko:K02601	Synechocystis
syn:sll1743	ko:K02867	Synechocystis
syn:sll1744	ko:K02863	Synechocystis
syn:sll1745	ko:K02864	Synechocystis
syn:sll1746	ko:K02935	Synechocystis
syn:sll1750	ko:K01428	Synechocystis
syn:sll1767	ko:K02990	Synechocystis
syn:sll1776	ko:K01619	Synechocystis
syn:sll1787	ko:K03043	Synechocystis
syn:sll1789	ko:K03046	Synechocystis
syn:sll1799	ko:K02906	Synechocystis
syn:sll1800	ko:K02926	Synechocystis
syn:sll1801	ko:K02892	Synechocystis
syn:sll1802	ko:K02886	Synechocystis
syn:sll1803	ko:K02890	Synechocystis
syn:sll1804	ko:K02982	Synechocystis
syn:sll1805	ko:K02878	Synechocystis
syn:sll1806	ko:K02874	Synechocystis
syn:sll1807	ko:K02895	Synechocystis
syn:sll1808	ko:K02931	Synechocystis
syn:sll1809	ko:K02994	Synechocystis
syn:sll1810	ko:K02933	Synechocystis
syn:sll1811	ko:K02881	Synechocystis
syn:sll1812	ko:K02988	Synechocystis
syn:sll1813	ko:K02876	Synechocystis
syn:sll1814	ko:K03076	Synechocystis
syn:sll1815	ko:K00939	Synechocystis
syn:sll1816	ko:K02952	Synechocystis
syn:sll1817	ko:K02948	Synechocystis
syn:sll1818	ko:K03040	Synechocystis
syn:sll1819	ko:K02879	Synechocystis
syn:sll1821	ko:K02871	Synechocystis
syn:sll1822	ko:K02996	Synechocystis
syn:sll1823	ko:K01939	Synechocystis
syn:sll1824	ko:K02897	Synechocystis
syn:sll1841	ko:K00627	Synechocystis
syn:sll1848	ko:K00655	Synechocystis
syn:sll1852	ko:K00940	Synechocystis
syn:sll1854	ko:K01142	Synechocystis
syn:sll1865	ko:K02836	Synechocystis
syn:sll1867	ko:K02703	Synechocystis
syn:sll1868	ko:K02316	Synechocystis
syn:sll1871	ko:K02486	Synechocystis
syn:sll1878	ko:K02010	Synechocystis
syn:slr1270	ko:K03287	Synechocystis
syn:slr0500	ko:K01693	Synechocystis
syn:slr0502	ko:K02234	Synechocystis
syn:slr0506	ko:K00218	Synechocystis
syn:slr0513	ko:K02012	Synechocystis
syn:slr0523	ko:K01935	Synechocystis
syn:slr0526	ko:K00606	Synechocystis
syn:slr0528	ko:K01928	Synechocystis
syn:slr0536	ko:K01599	Synechocystis
syn:slr0542	ko:K01358	Synechocystis
syn:slr0543	ko:K01696	Synechocystis
syn:slr0544	ko:K02003	Synechocystis
syn:slr0546	ko:K01609	Synechocystis
syn:slr0549	ko:K00133	Synechocystis
syn:slr0550	ko:K01714	Synechocystis
syn:slr0553	ko:K00859	Synechocystis
syn:slr0557	ko:K01873	Synechocystis
syn:slr0585	ko:K01940	Synechocystis
syn:slr0591	ko:K00526	Synechocystis
syn:slr0594	ko:K02004	Synechocystis
syn:slr0596	ko:K01470	Synechocystis
syn:slr0618	ko:K02232	Synechocystis
syn:slr0624	ko:K01791	Synechocystis
syn:slr0628	ko:K02954	Synechocystis
syn:slr0633	ko:K03149	Synechocystis
syn:slr0636	ko:K02233	Synechocystis
syn:slr0638	ko:K01878	Synechocystis
syn:slr0652	ko:K01814	Synechocystis
syn:slr0653	ko:K03086	Synechocystis
syn:slr0657	ko:K00928	Synechocystis
syn:slr0659	ko:K01414	Synechocystis
syn:slr0661	ko:K00286	Synechocystis
syn:slr0662	ko:K01585	Synechocystis
syn:slr0665	ko:K01682	Synechocystis
syn:slr0676	ko:K00860	Synechocystis
syn:slr0682	ko:K00013	Synechocystis
syn:slr0707	ko:K02335	Synechocystis
syn:slr0710	ko:K00262	Synechocystis
syn:slr0713	ko:K00773	Synechocystis
syn:slr0721	ko:K00027	Synechocystis
syn:slr0737	ko:K02692	Synechocystis
syn:slr0738	ko:K01657	Synechocystis
syn:slr0741	ko:K02039	Synechocystis
syn:slr0743	ko:K02600	Synechocystis
syn:slr0744	ko:K02519	Synechocystis
syn:slr0752	ko:K01689	Synechocystis
syn:slr0774	ko:K03072	Synechocystis
syn:slr0775	ko:K03074	Synechocystis
syn:slr0776	ko:K02536	Synechocystis
syn:slr0783	ko:K01803	Synechocystis
syn:slr0786	ko:K01265	Synechocystis
syn:slr0807	ko:K01409	Synechocystis
syn:slr0808	ko:K02860	Synechocystis
syn:slr0813	ko:K00720	Synechocystis
syn:slr0827	ko:K01775	Synechocystis
syn:slr0833	ko:K02314	Synechocystis
syn:slr0836	ko:K01710	Synechocystis
syn:slr0838	ko:K01933	Synechocystis
syn:slr0839	ko:K01772	Synechocystis
syn:slr0854	ko:K01669	Synechocystis
syn:slr0877	ko:K02433	Synechocystis
syn:slr0879	ko:K02437	Synechocystis
syn:slr0884	ko:K00134	Synechocystis
syn:slr0886	ko:K00059	Synechocystis
syn:slr0891	ko:K01448	Synechocystis
syn:slr0897	ko:K01179	Synechocystis
syn:slr0898	ko:K00366	Synechocystis
syn:slr0899	ko:K01725	Synechocystis
syn:slr0906	ko:K02704	Synechocystis
syn:slr0917	ko:K00652	Synechocystis
syn:slr0918	ko:K01265	Synechocystis
syn:slr0925	ko:K03111	Synechocystis
syn:slr0926	ko:K03179	Synechocystis
syn:slr0927	ko:K02706	Synechocystis
syn:slr0936	ko:K00767	Synechocystis
syn:slr0942	ko:K00002	Synechocystis
syn:slr0943	ko:K01623	Synechocystis
syn:slr0951	ko:K00991	Synechocystis
syn:slr0955	ko:K03218	Synechocystis
syn:slr0958	ko:K01883	Synechocystis
syn:slr0963	ko:K00392	Synechocystis
syn:slr0965	ko:K02338	Synechocystis
syn:slr0966	ko:K01695	Synechocystis
syn:slr0974	ko:K02520	Synechocystis
syn:slr0983	ko:K00978	Synechocystis
syn:slr0984	ko:K01709	Synechocystis
syn:slr0985	ko:K01790	Synechocystis
syn:slr1031	ko:K01866	Synechocystis
syn:slr1037	ko:K02485	Synechocystis
syn:slr1045	ko:K02066	Synechocystis
syn:slr1046	ko:K03116	Synechocystis
syn:slr1051	ko:K00208	Synechocystis
syn:slr1067	ko:K01784	Synechocystis
syn:slr1072	ko:K01711	Synechocystis
syn:slr1078	ko:K01784	Synechocystis
syn:slr1093	ko:K00950	Synechocystis
syn:slr1096	ko:K00382	Synechocystis
syn:slr1099	ko:K03186	Synechocystis
syn:slr1113	ko:K01990	Synechocystis
syn:slr1123	ko:K00942	Synechocystis
syn:slr1133	ko:K01755	Synechocystis
syn:slr1136	ko:K02275	Synechocystis
syn:slr1137	ko:K02274	Synechocystis
syn:slr1138	ko:K02276	Synechocystis
syn:slr1159	ko:K01945	Synechocystis
syn:slr1164	ko:K00525	Synechocystis
syn:slr1165	ko:K00958	Synechocystis
syn:slr1174	ko:K01992	Synechocystis
syn:slr1176	ko:K00975	Synechocystis
syn:slr1181	ko:K02703	Synechocystis
syn:slr1211	ko:K02230	Synechocystis
syn:slr1226	ko:K01923	Synechocystis
syn:slr1237	ko:K01485	Synechocystis
syn:slr1238	ko:K01920	Synechocystis
syn:slr1239	ko:K00324	Synechocystis
syn:slr1247	ko:K02040	Synechocystis
syn:slr1248	ko:K02037	Synechocystis
syn:ssr3307	ko:K03075	Synechocystis
syn:ssr3383	ko:K02094	Synechocystis
syn:ssr3451	ko:K02707	Synechocystis
syn:slr1249	ko:K02038	Synechocystis
syn:slr1250	ko:K02036	Synechocystis
syn:slr1251	ko:K01802	Synechocystis
syn:slr1255	ko:K02291	Synechocystis
syn:slr1256	ko:K01430	Synechocystis
syn:slr1257	ko:K02030	Synechocystis
syn:slr1265	ko:K03046	Synechocystis
syn:slr1269	ko:K00681	Synechocystis
syn:slr1289	ko:K00031	Synechocystis
syn:slr1295	ko:K02012	Synechocystis
syn:slr1299	ko:K00012	Synechocystis
syn:slr1300	ko:K03185	Synechocystis
syn:slr1311	ko:K02703	Synechocystis
syn:slr1312	ko:K01585	Synechocystis
syn:sll0017	ko:K01845	Synechocystis
syn:sll0018	ko:K01624	Synechocystis
syn:sll0019	ko:K00099	Synechocystis
syn:sll0045	ko:K00696	Synechocystis
syn:sll0064	ko:K02030	Synechocystis
syn:sll0067	ko:K00799	Synechocystis
syn:sll0070	ko:K01433	Synechocystis
syn:sll0078	ko:K01868	Synechocystis
syn:sll0080	ko:K00145	Synechocystis
syn:sll0135	ko:K00772	Synechocystis
syn:sll0136	ko:K01262	Synechocystis
syn:sll0145	ko:K02838	Synechocystis
syn:sll0158	ko:K00700	Synechocystis
syn:sll0171	ko:K00605	Synechocystis
syn:sll0174	ko:K02030	Synechocystis
syn:sll0179	ko:K01885	Synechocystis
syn:sll0184	ko:K03087	Synechocystis
syn:sll0194	ko:K03118	Synechocystis
syn:sll0195	ko:K01338	Synechocystis
syn:sll0199	ko:K02638	Synechocystis
syn:sll0207	ko:K00973	Synechocystis
syn:sll0220	ko:K00820	Synechocystis
syn:sll0237	ko:K02012	Synechocystis
syn:sll0238	ko:K02011	Synechocystis
syn:sll0240	ko:K02010	Synechocystis
syn:sll0244	ko:K01784	Synechocystis
syn:sll0258	ko:K02720	Synechocystis
syn:sll0290	ko:K00937	Synechocystis
syn:sll0300	ko:K00793	Synechocystis
syn:sll0306	ko:K03087	Synechocystis
syn:sll0312	ko:K02033	Synechocystis
syn:sll0329	ko:K00033	Synechocystis
syn:sll0336	ko:K01963	Synechocystis
syn:sll0356	ko:K01817	Synechocystis
syn:sll0362	ko:K01872	Synechocystis
syn:sll0370	ko:K01955	Synechocystis
syn:sll0373	ko:K00147	Synechocystis
syn:sll0379	ko:K00677	Synechocystis
syn:sll0383	ko:K02007	Synechocystis
syn:sll0384	ko:K02008	Synechocystis
syn:sll0385	ko:K02006	Synechocystis
syn:sll0398	ko:K01129	Synechocystis
syn:sll0404	ko:K00104	Synechocystis
syn:sll0409	ko:K02549	Synechocystis
syn:sll0415	ko:K01990	Synechocystis
syn:sll0420	ko:K01429	Synechocystis
syn:sll0421	ko:K01756	Synechocystis
syn:sll0422	ko:K01424	Synechocystis
syn:sll0427	ko:K02716	Synechocystis
syn:sll0454	ko:K01889	Synechocystis
syn:sll0455	ko:K00003	Synechocystis
syn:sll0461	ko:K00147	Synechocystis
syn:sll0469	ko:K00948	Synechocystis
syn:sll0473	ko:K02051	Synechocystis
syn:sll0484	ko:K02003	Synechocystis
syn:sll0495	ko:K01893	Synechocystis
syn:sll0502	ko:K01887	Synechocystis
syn:sll0504	ko:K01586	Synechocystis
syn:sll0506	ko:K00806	Synechocystis
syn:sll0534	ko:K01358	Synechocystis
syn:sll0540	ko:K02040	Synechocystis
syn:sll0542	ko:K01895	Synechocystis
syn:slr1894	ko:K04047	Synechocystis
syn:sll0711	ko:K00919	Synechocystis
syn:sll0262	ko:K00508	Synechocystis
syn:slr0088	ko:K02292	Synechocystis
syn:sll1890	ko:K02230	Synechocystis
syn:sll1893	ko:K02500	Synechocystis
syn:sll1908	ko:K00058	Synechocystis
syn:sll1909	ko:K02687	Synechocystis
syn:sll1916	ko:K00969	Synechocystis
syn:sll1927	ko:K02031	Synechocystis
syn:sll1927	ko:K02032	Synechocystis
syn:sll1931	ko:K00600	Synechocystis
syn:sll1941	ko:K02469	Synechocystis
syn:sll1958	ko:K00817	Synechocystis
syn:sll1969	ko:K01046	Synechocystis
syn:sll1994	ko:K01698	Synechocystis
syn:sll2001	ko:K01255	Synechocystis
syn:sll2005	ko:K02470	Synechocystis
syn:sll2010	ko:K01925	Synechocystis
syn:sll2012	ko:K03087	Synechocystis
syn:slr0009	ko:K01601	Synechocystis
syn:slr0012	ko:K01602	Synechocystis
syn:slr0015	ko:K00748	Synechocystis
syn:slr0017	ko:K00790	Synechocystis
syn:slr0018	ko:K01679	Synechocystis
syn:slr0032	ko:K00826	Synechocystis
syn:slr0033	ko:K02435	Synechocystis
syn:slr0051	ko:K01673	Synechocystis
syn:slr0054	ko:K00901	Synechocystis
syn:slr0055	ko:K01658	Synechocystis
syn:slr0070	ko:K00604	Synechocystis
syn:slr0084	ko:K02501	Synechocystis
syn:slr0090	ko:K00457	Synechocystis
syn:slr0091	ko:K00128	Synechocystis
syn:slr0118	ko:K03147	Synechocystis
syn:slr0164	ko:K01358	Synechocystis
syn:slr0165	ko:K01358	Synechocystis
syn:slr0185	ko:K00762	Synechocystis
syn:slr0194	ko:K01807	Synechocystis
syn:slr0212	ko:K00548	Synechocystis
syn:slr0213	ko:K01951	Synechocystis
syn:slr0216	ko:K02231	Synechocystis
syn:slr0220	ko:K01879	Synechocystis
syn:slr0229	ko:K00020	Synechocystis
syn:slr0288	ko:K01915	Synechocystis
syn:slr0301	ko:K01007	Synechocystis
syn:slr0311	ko:K02480	Synechocystis
syn:slr0312	ko:K02479	Synechocystis
syn:slr0314	ko:K00433	Synechocystis
syn:slr0323	ko:K01191	Synechocystis
syn:slr0324	ko:K02034	Synechocystis
syn:slr0327	ko:K02011	Synechocystis
syn:slr0328	ko:K01104	Synechocystis
syn:slr0335	ko:K02096	Synechocystis
syn:slr0341	ko:K02030	Synechocystis
syn:slr0342	ko:K02635	Synechocystis
syn:slr0343	ko:K02637	Synechocystis
syn:slr0347	ko:K01992	Synechocystis
syn:slr0357	ko:K01892	Synechocystis
syn:slr0370	ko:K00135	Synechocystis
syn:slr0379	ko:K00943	Synechocystis
syn:slr0381	ko:K01759	Synechocystis
syn:slr0394	ko:K00927	Synechocystis
syn:slr0400	ko:K00858	Synechocystis
syn:slr0401	ko:K02055	Synechocystis
syn:slr0406	ko:K01465	Synechocystis
syn:slr0417	ko:K02469	Synechocystis
syn:slr0426	ko:K01495	Synechocystis
syn:slr0434	ko:K02356	Synechocystis
syn:slr0435	ko:K02160	Synechocystis
syn:slr0444	ko:K00800	Synechocystis
syn:slr0452	ko:K01687	Synechocystis
syn:slr0469	ko:K02986	Synechocystis
syn:slr0492	ko:K01911	Synechocystis
syn:sll0751	ko:K02067	Synechocystis
syn:sll0754	ko:K02834	Synechocystis
syn:sll0757	ko:K00764	Synechocystis
syn:sll0767	ko:K02887	Synechocystis
syn:sll0778	ko:K02021	Synechocystis
syn:sll0789	ko:K02483	Synechocystis
syn:sll0807	ko:K01783	Synechocystis
syn:sll0813	ko:K02275	Synechocystis
syn:sll0817	ko:K00791	Synechocystis
syn:sll0819	ko:K02694	Synechocystis
syn:sll0828	ko:K01426	Synechocystis
syn:sll0830	ko:K02355	Synechocystis
syn:sll0833	ko:K02034	Synechocystis
syn:sll0838	ko:K01591	Synechocystis
syn:sll0844	ko:K00566	Synechocystis
syn:sll0848	ko:K02313	Synechocystis
syn:sll0849	ko:K02706	Synechocystis
syn:sll0851	ko:K02705	Synechocystis
syn:sll0856	ko:K03088	Synechocystis
syn:sll0869	ko:K00684	Synechocystis
syn:sll0892	ko:K01579	Synechocystis
syn:sll0900	ko:K00765	Synechocystis
syn:sll0901	ko:K01588	Synechocystis
syn:sll0902	ko:K00611	Synechocystis
syn:sll0920	ko:K01595	Synechocystis
syn:sll0921	ko:K02479	Synechocystis
syn:sll0927	ko:K00789	Synechocystis
syn:sll0928	ko:K02095	Synechocystis
syn:sll0936	ko:K03182	Synechocystis
syn:slr1277	ko:K02666	Synechocystis
syn:slr2035	ko:K00931	Synechocystis
syn:slr2051	ko:K02290	Synechocystis
syn:slr2058	ko:K03168	Synechocystis
syn:slr2067	ko:K02092	Synechocystis
syn:slr2074	ko:K00971	Synechocystis
syn:slr2079	ko:K01425	Synechocystis
syn:slr2082	ko:K02274	Synechocystis
syn:slr2083	ko:K02276	Synechocystis
syn:slr2102	ko:K03110	Synechocystis
syn:sml0001	ko:K02710	Synechocystis
syn:sml0002	ko:K02722	Synechocystis
syn:sml0003	ko:K02714	Synechocystis
syn:sml0005	ko:K02712	Synechocystis
syn:sml0006	ko:K02919	Synechocystis
syn:sml0007	ko:K02723	Synechocystis
syn:sml0008	ko:K02697	Synechocystis
syn:smr0001	ko:K02718	Synechocystis
syn:smr0003	ko:K02643	Synechocystis
syn:smr0004	ko:K02696	Synechocystis
syn:smr0005	ko:K02700	Synechocystis
syn:smr0006	ko:K02708	Synechocystis
syn:smr0007	ko:K02713	Synechocystis
syn:smr0008	ko:K02711	Synechocystis
syn:smr0009	ko:K02715	Synechocystis
syn:smr0010	ko:K02640	Synechocystis
syn:smr0011	ko:K02914	Synechocystis
syn:ssl0563	ko:K02691	Synechocystis
syn:ssl0601	ko:K02970	Synechocystis
syn:ssl1426	ko:K02916	Synechocystis
syn:ssl1784	ko:K02956	Synechocystis
syn:ssl2084	ko:K02078	Synechocystis
syn:ssl2153	ko:K01808	Synechocystis
syn:ssl2233	ko:K02968	Synechocystis
syn:ssl2296	ko:K01724	Synechocystis
syn:ssl2598	ko:K02709	Synechocystis
syn:ssl2823	ko:K03116	Synechocystis
syn:ssl3093	ko:K02287	Synechocystis
syn:ssl3335	ko:K03073	Synechocystis
syn:ssl3432	ko:K02965	Synechocystis
syn:ssl3436	ko:K02904	Synechocystis
syn:ssl3437	ko:K02961	Synechocystis
syn:ssl3441	ko:K02518	Synechocystis
syn:ssl3445	ko:K02909	Synechocystis
syn:ssr0102	ko:K03154	Synechocystis
syn:ssr0390	ko:K02698	Synechocystis
syn:ssr0482	ko:K02959	Synechocystis
syn:ssr1398	ko:K02913	Synechocystis
syn:ssr1399	ko:K02963	Synechocystis
syn:ssr1604	ko:K02902	Synechocystis
syn:ssr1720	ko:K01866	Synechocystis
syn:ssr1736	ko:K02911	Synechocystis
syn:ssr2799	ko:K02899	Synechocystis
syn:ssr2831	ko:K02693	Synechocystis
syn:sll0546	ko:K03113	Synechocystis
syn:sll0555	ko:K01265	Synechocystis
syn:sll0573	ko:K00926	Synechocystis
syn:sll0575	ko:K01990	Synechocystis
syn:sll0578	ko:K01589	Synechocystis
syn:sll0587	ko:K00873	Synechocystis
syn:sll0593	ko:K00845	Synechocystis
syn:sll0606	ko:K01999	Synechocystis
syn:sll0616	ko:K03070	Synechocystis
syn:sll0629	ko:K02698	Synechocystis
syn:sll0631	ko:K00278	Synechocystis
syn:sll0635	ko:K00788	Synechocystis
syn:sll0649	ko:K02483	Synechocystis
syn:sll0657	ko:K01000	Synechocystis
syn:sll0660	ko:K00097	Synechocystis
syn:sll0679	ko:K02040	Synechocystis
syn:sll0680	ko:K02040	Synechocystis
syn:sll0681	ko:K02037	Synechocystis
syn:sll0682	ko:K02038	Synechocystis
syn:sll0683	ko:K02036	Synechocystis
syn:sll0684	ko:K02036	Synechocystis
syn:sll0687	ko:K03088	Synechocystis
syn:sll0708	ko:K02528	Synechocystis
syn:sll0716	ko:K03100	Synechocystis
syn:sll0726	ko:K01835	Synechocystis
syn:sll0728	ko:K01962	Synechocystis
syn:sll0738	ko:K02020	Synechocystis
syn:slr1344	ko:K02066	Synechocystis
syn:slr1347	ko:K01673	Synechocystis
syn:slr1348	ko:K00640	Synechocystis
syn:slr1349	ko:K01810	Synechocystis
syn:slr1356	ko:K02945	Synechocystis
syn:slr1364	ko:K01012	Synechocystis
syn:slr1366	ko:K03101	Synechocystis
syn:slr1367	ko:K00688	Synechocystis
syn:slr1368	ko:K02191	Synechocystis
syn:slr1369	ko:K00981	Synechocystis
syn:slr1423	ko:K01924	Synechocystis
syn:slr1424	ko:K00075	Synechocystis
syn:slr1434	ko:K00325	Synechocystis
syn:slr1448	ko:K00847	Synechocystis
syn:slr1453	ko:K02046	Synechocystis
syn:slr1454	ko:K02047	Synechocystis
syn:slr1455	ko:K02045	Synechocystis
syn:slr1459	ko:K02097	Synechocystis
syn:slr1463	ko:K02355	Synechocystis
syn:slr1471	ko:K03217	Synechocystis
syn:slr1476	ko:K00609	Synechocystis
syn:slr1490	ko:K02014	Synechocystis
syn:slr1511	ko:K00648	Synechocystis
syn:slr1517	ko:K00052	Synechocystis
syn:slr1531	ko:K03106	Synechocystis
syn:slr1538	ko:K02188	Synechocystis
syn:slr1542	ko:K01770	Synechocystis
syn:slr1545	ko:K03088	Synechocystis
syn:slr1559	ko:K00014	Synechocystis
syn:slr1560	ko:K02502	Synechocystis
syn:slr1564	ko:K03090	Synechocystis
syn:slr1584	ko:K02483	Synechocystis
syn:slr1609	ko:K01897	Synechocystis
syn:slr1622	ko:K01507	Synechocystis
syn:slr1626	ko:K01633	Synechocystis
syn:slr1643	ko:K02641	Synechocystis
syn:slr1647	ko:K02069	Synechocystis
syn:slr1655	ko:K02699	Synechocystis
syn:slr1656	ko:K02563	Synechocystis
syn:slr1665	ko:K01778	Synechocystis
syn:slr1672	ko:K00864	Synechocystis
syn:slr1678	ko:K02888	Synechocystis
syn:slr1703	ko:K01875	Synechocystis
syn:slr1720	ko:K01876	Synechocystis
syn:slr1722	ko:K00088	Synechocystis
syn:slr1728	ko:K01546	Synechocystis
syn:slr1729	ko:K01547	Synechocystis
syn:slr1730	ko:K01548	Synechocystis
syn:slr1740	ko:K02035	Synechocystis
syn:slr1744	ko:K01448	Synechocystis
syn:slr1746	ko:K01776	Synechocystis
syn:slr1755	ko:K00057	Synechocystis
syn:slr1756	ko:K01915	Synechocystis
syn:slr1761	ko:K01802	Synechocystis
syn:slr1783	ko:K02479	Synechocystis
syn:slr1784	ko:K00214	Synechocystis
syn:slr1787	ko:K00946	Synechocystis
syn:slr1793	ko:K00616	Synechocystis
syn:slr1828	ko:K02639	Synechocystis
syn:slr1834	ko:K02689	Synechocystis
syn:slr1835	ko:K02690	Synechocystis
syn:slr1843	ko:K00036	Synechocystis
syn:slr1848	ko:K00013	Synechocystis
syn:slr1865	ko:K02027	Synechocystis
syn:slr1867	ko:K00766	Synechocystis
syn:slr1874	ko:K01921	Synechocystis
syn:slr1878	ko:K02288	Synechocystis
syn:slr1884	ko:K01867	Synechocystis
syn:slr1898	ko:K00930	Synechocystis
syn:slr1901	ko:K01990	Synechocystis
syn:slr1909	ko:K02479	Synechocystis
syn:slr1910	ko:K01448	Synechocystis
syn:slr1924	ko:K01286	Synechocystis
syn:slr1925	ko:K02227	Synechocystis
syn:slr1933	ko:K01790	Synechocystis
syn:slr1934	ko:K00161	Synechocystis
syn:slr1982	ko:K02485	Synechocystis
syn:slr1983	ko:K02485	Synechocystis
syn:slr1984	ko:K02945	Synechocystis
syn:slr1986	ko:K02093	Synechocystis
syn:slr1991	ko:K01768	Synechocystis
syn:slr1993	ko:K00626	Synechocystis
syn:slr2023	ko:K00645	Synechocystis
syn:slr2024	ko:K02485	Synechocystis
syn:slr2026	ko:K00796	Synechocystis
syn:ssl2615	ko:K02110	Synechocystis
syn:sll1172	ko:K01733	Synechocystis
syn:sll1688	ko:K01733	Synechocystis
syn:sll1327	ko:K02115	Synechocystis
syn:sll1326	ko:K02111	Synechocystis
syn:slr1899	ko:K03188	Synechocystis
