Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Hydrogenophaga	FBP	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	FBP	High	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	FBP	High	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	FBP	High	M00740	External	0	Methylaspartate cycle
Hydrogenophaga	FBP	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	FBP	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	FBP	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	FBP	High	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	FBP	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	FBP	High	M00911	External	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	FBP	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	FBP	High	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	FBP	High	M00938	External	0	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	FBP	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	FBP	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	FBP	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	FBP	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	FBP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	FBP	Low	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	FBP	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	FBP	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Hydrogenophaga	FBP	Low	M00010	External	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	FBP	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Hydrogenophaga	FBP	Low	M00012	External	0	Glyoxylate cycle
Hydrogenophaga	FBP	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	FBP	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	FBP	Low	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	FBP	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	FBP	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	FBP	Low	M00029	External	0	Urea cycle
Hydrogenophaga	FBP	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Hydrogenophaga	FBP	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Hydrogenophaga	FBP	Low	M00038	External	0	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
Hydrogenophaga	FBP	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	FBP	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	FBP	Low	M00052	External	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	FBP	Low	M00053	External	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	FBP	Low	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	FBP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	FBP	Low	M00087	External	0	beta-Oxidation
Hydrogenophaga	FBP	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Hydrogenophaga	FBP	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Hydrogenophaga	FBP	Low	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	FBP	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	FBP	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	FBP	Low	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	FBP	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	FBP	Low	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	FBP	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	FBP	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	FBP	Low	M00165	Internal	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	FBP	Low	M00167	Internal	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	FBP	Low	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	FBP	Low	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Hydrogenophaga	FBP	Low	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	FBP	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	FBP	Low	M00344	Internal	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	FBP	Low	M00345	Internal	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	FBP	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	FBP	Low	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	FBP	Low	M00373	External	0	Ethylmalonyl pathway
Hydrogenophaga	FBP	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Hydrogenophaga	FBP	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Hydrogenophaga	FBP	Low	M00376	External	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	FBP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	FBP	Low	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	FBP	Low	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	FBP	Low	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	FBP	Low	M00532	External	0	Photorespiration
Hydrogenophaga	FBP	Low	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	FBP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	FBP	Low	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	FBP	Low	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	FBP	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Hydrogenophaga	FBP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	FBP	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	FBP	Low	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	FBP	Low	M00620	External	0	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate
Hydrogenophaga	FBP	Low	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	FBP	Low	M00740	External	0	Methylaspartate cycle
Hydrogenophaga	FBP	Low	M00793	External	0	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	FBP	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	FBP	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	FBP	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Hydrogenophaga	FBP	Low	M00855	External	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	FBP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	FBP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	FBP	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	FBP	Low	M00911	External	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	FBP	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	FBP	Low	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	FBP	Low	M00938	External	0	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	G6P	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	G6P	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	G6P	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	G6P	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	G6P	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	G6P	High	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	G6P	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	G6P	High	M00010	External	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	G6P	High	M00012	External	0	Glyoxylate cycle
Hydrogenophaga	G6P	High	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	G6P	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	G6P	High	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	G6P	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	G6P	High	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	G6P	High	M00029	External	0	Urea cycle
Hydrogenophaga	G6P	High	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Hydrogenophaga	G6P	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Hydrogenophaga	G6P	High	M00038	External	0	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
Hydrogenophaga	G6P	High	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	G6P	High	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	G6P	High	M00052	External	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	G6P	High	M00053	External	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	G6P	High	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	G6P	High	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	G6P	High	M00087	External	0	beta-Oxidation
Hydrogenophaga	G6P	High	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Hydrogenophaga	G6P	High	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Hydrogenophaga	G6P	High	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	G6P	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	G6P	High	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	G6P	High	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	G6P	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	G6P	High	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	G6P	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	G6P	High	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	G6P	High	M00165	External	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	G6P	High	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	G6P	High	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	G6P	High	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	G6P	High	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	G6P	High	M00344	External	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	G6P	High	M00345	External	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	G6P	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	G6P	High	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	G6P	High	M00373	External	0	Ethylmalonyl pathway
Hydrogenophaga	G6P	High	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Hydrogenophaga	G6P	High	M00376	External	0	3-Hydroxypropionate bi-cycle
Hydrogenophaga	G6P	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	G6P	High	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Hydrogenophaga	G6P	High	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Hydrogenophaga	G6P	High	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Hydrogenophaga	G6P	High	M00532	External	0	Photorespiration
Hydrogenophaga	G6P	High	M00533	External	0	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	G6P	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	G6P	High	M00555	External	0	Betaine biosynthesis, choline => betaine
Hydrogenophaga	G6P	High	M00565	External	0	Trehalose biosynthesis, D-glucose 1P => trehalose
Hydrogenophaga	G6P	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Hydrogenophaga	G6P	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	G6P	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	G6P	High	M00616	External	0	Sulfate-sulfur assimilation
Hydrogenophaga	G6P	High	M00642	External	0	Multidrug resistance, efflux pump MexJK-OprM
Hydrogenophaga	G6P	High	M00740	External	0	Methylaspartate cycle
Hydrogenophaga	G6P	High	M00793	External	0	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	G6P	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	G6P	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	G6P	High	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Hydrogenophaga	G6P	High	M00855	Internal	0	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	G6P	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	G6P	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	G6P	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	G6P	High	M00911	External	0	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	G6P	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	G6P	High	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	G6P	High	M00938	External	0	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	G6P	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	G6P	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	G6P	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	G6P	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	G6P	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	G6P	Low	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	G6P	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	G6P	Low	M00009	External	0	Citrate cycle (TCA cycle, Krebs cycle)
Hydrogenophaga	G6P	Low	M00010	External	0	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	G6P	Low	M00011	External	0	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
Hydrogenophaga	G6P	Low	M00012	External	0	Glyoxylate cycle
Hydrogenophaga	G6P	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	G6P	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Hydrogenophaga	G6P	Low	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	G6P	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	G6P	Low	M00026	External	0	Histidine biosynthesis, PRPP => histidine
Hydrogenophaga	G6P	Low	M00029	External	0	Urea cycle
Hydrogenophaga	G6P	Low	M00032	External	0	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
Hydrogenophaga	G6P	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Hydrogenophaga	G6P	Low	M00038	External	0	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate
Hydrogenophaga	G6P	Low	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Hydrogenophaga	G6P	Low	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	G6P	Low	M00052	External	0	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	G6P	Low	M00053	External	0	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	G6P	Low	M00082	External	0	Fatty acid biosynthesis, initiation
Hydrogenophaga	G6P	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Hydrogenophaga	G6P	Low	M00087	External	0	beta-Oxidation
Hydrogenophaga	G6P	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Hydrogenophaga	G6P	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Hydrogenophaga	G6P	Low	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Hydrogenophaga	G6P	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	G6P	Low	M00118	External	0	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	G6P	Low	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	G6P	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	G6P	Low	M00125	External	0	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	G6P	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Hydrogenophaga	G6P	Low	M00149	External	0	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	G6P	Low	M00165	External	0	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	G6P	Low	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	G6P	Low	M00168	External	0	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	G6P	Low	M00173	External	0	Reductive citrate cycle (Arnon-Buchanan cycle)
Hydrogenophaga	G6P	Low	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Hydrogenophaga	G6P	Low	M00307	External	0	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	G6P	Low	M00344	External	0	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	G6P	Low	M00345	External	0	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	G6P	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Hydrogenophaga	G6P	Low	M00357	External	0	Methanogenesis, acetate => methane
Hydrogenophaga	G6P	Low	M00373	External	0	Ethylmalonyl pathway
